,Cook,Harris,Los Angeles,New York,Orange
2019_6_01,0.587947651093128,0.55262292547855,0.5834878436026931,0.6188411905737704,0.6013857977578981
2019_6_02,0.577494681605002,0.5456107432510524,0.578205125965278,0.6127033411941535,0.5981137248598557
2019_6_03,0.5682631231249136,0.5416623077912956,0.56943610310935,0.6076685279329603,0.5848769839962619
2019_6_04,0.5724530368789168,0.5486708038389156,0.5743184113703589,0.6090336200491312,0.5945562954748603
2019_6_05,0.5708999895715156,0.5393074232822,0.5719385146135598,0.6070260989156308,0.5834653820791923
2019_6_06,0.5547514847139015,0.532522429463381,0.5596358355193832,0.6034141870483984,0.5702752410237292
2019_6_07,0.652287,0.517203875,0.5626291304347826,0.360197,0.8463017500000001
2019_6_08,0.5905190714285714,0.5903762222222222,0.7244791818181819,0.407693,0.27601000000000003
2019_6_09,0.513591,0.397574,0.6091446153846154,0.5830016,0.27193533333333336
2019_6_10,0.6480457142857142,0.448281,0.5892952222222223,0.43377466666666664,0.622397
2019_6_11,0.554532,0.5859070909090908,0.6443844444444444,0.4597058333333333,0.7114675
2019_6_12,0.6119519090909091,0.5039390714285713,0.5371191153846154,0.48828988888888897,0.47616600000000003
2019_6_13,0.5244541,0.5003343,0.6149192777777778,0.6677884000000001,0.67166775
2019_6_14,0.4694078749999999,0.43543075,0.5718232857142858,0.5234511999999999,0.6008724999999999
2019_6_15,0.9458850000000001,0.43215100000000006,0.56244396,0.568405875,0.6794431428571429
2019_6_16,0.665602,0.6279866363636365,0.6024231428571429,0.6589891428571429,0.5574406666666667
2019_6_17,0.603617875,0.6878589375,0.48271687500000005,0.6514935000000001,0.5564222
2019_6_18,0.5879853999999999,0.4811909999999999,0.6891450833333334,0.6427013333333332,0.7162550000000001
2019_6_19,0.5417285,0.5774447333333333,0.5420278648648649,0.5819677142857144,0.6261500000000001
2019_6_20,0.5942035384615385,0.6120447307692307,0.5189232564102564,0.5894218666666667,0.8191308749999999
2019_6_21,0.5451240909090909,0.5940636842105264,0.5681786976744185,0.5848414090909091,0.5144158
2019_6_22,0.6656263157894737,0.5813601315789473,0.5636671643835617,0.5633098947368421,0.5782558421052632
2019_6_23,0.5758768695784047,0.550696490294083,0.5823752693793175,0.6190698064064413,0.594979346201088
2019_6_24,0.5688766122732963,0.5377546252620162,0.5744304708871133,0.6057231443551365,0.5838468862386385
2019_6_25,0.57381673211616,0.535770575437702,0.5701167717000507,0.6027974134449535,0.5799851696835153
2019_6_26,0.5678334894416994,0.5393366878842163,0.5687305100635234,0.6069713883246665,0.578193111177074
2019_6_27,0.5714361087416429,0.5453915665132739,0.5770946168559997,0.6045439978764321,0.5818734787612114
2019_6_28,0.5722111808536882,0.5477994212833942,0.577570355286832,0.6111787545031842,0.585111818877287
2019_6_29,0.574305924498587,0.5389465667490233,0.5726694097573726,0.615624572739187,0.5895048896662778
2019_6_30,0.5707553913738015,0.5414436552956715,0.5717936685372037,0.6281125951228095,0.5847190136328935
