,year,month,day,num_geo_posts,num_sent_posts,num_common_posts
0,2020,1,1,3640813,3858410,3553773
1,2020,1,2,3136664,3316123,3062005
2,2020,1,3,3164783,3319445,3084924
3,2020,1,4,3524498,3720050,3440653
4,2020,1,5,3642087,3833795,3554795
5,2020,1,6,3513336,3721581,3430810
6,2020,1,7,3508919,3728211,3426897
7,2020,1,8,3528064,3716544,3442425
8,2020,1,9,3526065,3724981,3443501
9,2020,1,10,3571909,3775946,3489357
10,2020,1,11,3572293,3786906,3489861
11,2020,1,12,3564841,3763937,3478321
12,2020,1,13,3534270,3744226,3450717
13,2020,1,14,3572702,3774082,3490126
14,2020,1,15,3466886,3656876,3386223
15,2020,1,16,3537657,3736818,3456664
16,2020,1,17,3568571,3764886,3486883
17,2020,1,18,3503894,3694489,3421956
18,2020,1,19,3543286,3745680,3457964
19,2020,1,20,3469307,3664098,3384135
20,2020,1,21,3526697,3717946,3445071
21,2020,1,22,3488527,3694372,3408460
22,2020,1,23,3468208,3671264,3389971
23,2020,1,24,3491491,3692072,3411989
24,2020,1,25,3436622,3632496,3354796
25,2020,1,26,3498657,3678269,3402801
26,2020,1,27,3212250,3383368,3129179
27,2020,1,28,3454315,3653531,3372272
28,2020,1,29,3534128,3728576,3452339
29,2020,1,30,3522510,3718851,3440723
30,2020,1,31,3561814,3754934,3480245
31,2020,2,1,3503181,3702628,3421465
32,2020,2,2,3487758,3685313,3403864
33,2020,2,3,3487437,3678462,3405045
34,2020,2,4,3477548,3673429,3397128
35,2020,2,5,3579693,3780580,3499352
36,2020,2,6,3500918,3708101,3420279
37,2020,2,7,3381744,3569966,3305354
38,2020,2,8,3468310,3675837,3388040
39,2020,2,9,3502158,3717841,3420925
40,2020,2,10,3452632,3668884,3372870
41,2020,2,11,3527497,3733445,3446736
42,2020,2,12,3492125,3704090,3413211
43,2020,2,13,3515326,3726210,3435348
44,2020,2,14,3547781,3748746,3463691
45,2020,2,15,3363960,3565035,3284937
46,2020,2,16,3419880,3642600,3339265
47,2020,2,17,3416103,3647199,3336626
48,2020,2,18,3423418,3644572,3344014
49,2020,2,19,3451914,3683628,3373038
50,2020,2,20,3498303,3712429,3419906
51,2020,2,21,3501717,3704461,3420802
52,2020,2,22,3408038,3622072,3326967
53,2020,2,23,3450536,3673654,3366779
54,2020,2,24,3420657,3634431,3337833
55,2020,2,25,3468699,3709487,3387378
56,2020,2,26,3541347,3752183,3460723
57,2020,2,27,3567249,3783568,3485314
58,2020,2,28,3576602,3780823,3494954
59,2020,2,29,3537285,3749224,3454564
60,2020,3,1,3563972,3784227,3480425
61,2020,3,2,3463537,3671529,3384564
62,2020,3,3,3384520,3586087,3307490
63,2020,3,4,3554193,3765389,3474227
64,2020,3,5,3529881,3739164,3448754
65,2020,3,6,3515685,3709325,3434864
66,2020,3,7,3479818,3686322,3397431
67,2020,3,8,3547346,3772874,3458144
68,2020,3,9,3438799,3650484,3355838
69,2020,3,10,3504947,3714952,3422433
70,2020,3,11,3529624,3743744,3446270
71,2020,3,12,3685633,3878295,3593737
72,2020,3,13,3701056,3895759,3612458
73,2020,3,14,3629876,3829007,3539095
74,2020,3,15,3632087,3840095,3540728
75,2020,3,16,3684543,3893070,3595252
76,2020,3,17,3730635,3943769,3638532
77,2020,3,18,3760425,3973221,3671966
78,2020,3,19,3784274,3998619,3695572
79,2020,3,20,3878204,4089767,3790033
80,2020,3,21,3867930,4086155,3776646
81,2020,3,22,3888790,4104901,3795932
82,2020,3,23,3803561,4029653,3714767
83,2020,3,24,3829242,4045996,3739567
84,2020,3,25,3886314,4097912,3796493
85,2020,3,26,3862830,4077168,3772695
86,2020,3,27,3899586,4109973,3808045
87,2020,3,28,3852382,4068972,3762298
88,2020,3,29,3517291,3709470,3433111
89,2020,3,30,3879245,4087049,3791680
90,2020,3,31,3835686,4034784,3746258
91,2020,4,1,3841059,4048393,3752763
92,2020,4,2,3831482,4030580,3739962
93,2020,4,3,3871083,4075286,3780628
94,2020,4,4,3842671,4041437,3751850
95,2020,4,5,3900717,4094710,3809103
96,2020,4,6,3798614,3998897,3708946
97,2020,4,7,3805190,4004344,3715879
98,2020,4,8,3794945,3986993,3706521
99,2020,4,9,3775623,3970617,3689544
100,2020,4,10,3775612,3991293,3688131
101,2020,4,11,3663705,3862238,3578682
102,2020,4,12,3797502,4014317,3707920
103,2020,4,13,3748036,3950187,3660976
104,2020,4,14,3748102,3947818,3659798
105,2020,4,15,3725115,3924294,3639547
106,2020,4,16,2025969,2121897,1979626
107,2020,4,17,2894927,3062911,2828278
108,2020,4,18,3745994,3953114,3661497
109,2020,4,19,3744119,3953958,3656971
110,2020,4,20,3672322,3875151,3586445
111,2020,4,21,3644662,3842437,3558314
112,2020,4,22,3686167,3878002,3601090
113,2020,4,23,3702335,3909208,3615863
114,2020,4,24,3749100,3933564,3663782
115,2020,4,25,3663650,3842285,3581097
116,2020,4,26,3646973,3843842,3562796
117,2020,4,27,3556068,3753037,3473088
118,2020,4,28,3596149,3790201,3513665
119,2020,4,29,3425502,3607717,3343140
120,2020,4,30,3584330,3769751,3501695
121,2020,5,1,3670057,3865140,3583758
122,2020,5,2,3541850,3738567,3459557
123,2020,5,3,3552815,3750199,3468076
124,2020,5,4,3542292,3734273,3457307
125,2020,5,5,3551831,3743126,3467342
126,2020,5,6,3528218,3722134,3446353
127,2020,5,7,3537922,3725408,3454453
128,2020,5,8,3550909,3744113,3467101
129,2020,5,9,3486375,3686820,3401908
130,2020,5,10,3218950,3400655,3141215
131,2020,5,11,3375880,3593135,3293952
132,2020,5,12,3176249,3357860,3098994
133,2020,5,13,3165135,3342761,3088709
134,2020,5,14,3176558,3350995,3100835
135,2020,5,15,3224356,3402653,3148377
136,2020,5,16,3156169,3335461,3081606
137,2020,5,17,3156674,3340838,3080398
138,2020,5,18,3134555,3334640,3058978
139,2020,5,19,3116301,3310992,3041231
140,2020,5,20,3131192,3318692,3057345
141,2020,5,21,3109164,3296430,3036427
142,2020,5,22,3198371,3389327,3124604
143,2020,5,23,3127650,3341589,3052109
144,2020,5,24,3169989,3382871,3090317
145,2020,5,25,3126802,3306264,3049401
146,2020,5,26,3094789,3300025,3021392
147,2020,5,27,3151712,3335048,3078618
148,2020,5,28,3178870,3361155,3102868
149,2020,5,29,3219437,3398212,3141850
150,2020,5,30,3162611,3342316,3082599
151,2020,5,31,3198370,3373663,3117327
152,2020,6,1,3119547,3289858,3037926
153,2020,6,2,3098618,3262871,3013277
154,2020,6,3,3120427,3287600,3039763
155,2020,6,4,3082628,3257356,3006109
156,2020,6,5,3112791,3291929,3035619
157,2020,6,6,2927404,3098063,2853950
158,2020,6,7,2987826,3159909,2911421
159,2020,6,8,2890261,3063238,2817783
160,2020,6,9,3008071,3187372,2934310
161,2020,6,10,3027459,3205188,2954429
162,2020,6,11,2949775,3121462,2878247
163,2020,6,12,3070929,3250598,2997143
164,2020,6,13,2945450,3119914,2873595
165,2020,6,14,2994778,3175743,2919425
166,2020,6,15,2900992,3076469,2828789
167,2020,6,16,3005891,3185885,2933182
168,2020,6,17,3067786,3247025,2993491
169,2020,6,18,3073504,3245271,2996930
170,2020,6,19,3095411,3273061,3022059
171,2020,6,20,2929919,3099449,2857683
172,2020,6,21,3073976,3248804,2995969
173,2020,6,22,2896662,3070359,2825726
174,2020,6,23,3301401,3489210,3221876
175,2020,6,24,2906049,3067620,2835376
176,2020,6,25,2960338,3124916,2889342
177,2020,6,26,3153951,3328666,3080513
178,2020,6,27,2972317,3145029,2900755
179,2020,6,28,2934021,3108591,2861730
180,2020,6,29,2894531,3063602,2822030
181,2020,6,30,2943367,3116120,2870861
182,2020,7,1,3034291,3206273,2960218
183,2020,7,2,2883858,3053642,2814586
184,2020,7,3,2969188,3138913,2898587
185,2020,7,4,2946096,3100399,2872295
186,2020,7,5,2902279,3070246,2827683
187,2020,7,6,2866932,3031465,2794291
188,2020,7,7,2945972,3120839,2874861
189,2020,7,8,2955440,3123325,2883767
190,2020,7,9,3263911,3452093,3186155
191,2020,7,10,2999160,3181043,2926212
192,2020,7,11,2908478,3083956,2835572
193,2020,7,12,2941166,3105695,2865630
194,2020,7,13,2851169,3017798,2777527
195,2020,7,14,2941405,3106956,2868745
196,2020,7,15,2989503,3154369,2916127
197,2020,7,16,2955453,3128667,2883677
198,2020,7,17,2944033,3104998,2871877
199,2020,7,18,2869740,3035107,2798055
200,2020,7,19,2880610,3050192,2807048
201,2020,7,20,2813792,2988046,2742778
202,2020,7,21,2883919,3055019,2810272
203,2020,7,22,2936306,3102732,2864325
204,2020,7,23,3016835,3186105,2942235
205,2020,7,24,3000043,3182061,2929402
206,2020,7,25,2878613,3047787,2808550
207,2020,7,26,2876133,3044311,2803776
208,2020,7,27,2753401,2920017,2682719
209,2020,7,28,2868844,3038849,2797761
210,2020,7,29,2905448,3073732,2834064
211,2020,7,30,2907006,3089144,2834709
212,2020,7,31,2942731,3109489,2869408
213,2020,8,1,2905200,3063949,2830896
214,2020,8,2,2815895,2971309,2742497
215,2020,8,3,2790875,2950201,2718660
216,2020,8,4,2864241,3042874,2791601
217,2020,8,5,2898823,3086070,2826899
218,2020,8,6,2874956,3045059,2804504
219,2020,8,7,2986991,3168051,2914846
220,2020,8,8,2865737,3037487,2795319
221,2020,8,9,2861741,3039679,2789838
222,2020,8,10,2806809,2983001,2737164
223,2020,8,11,2926437,3095980,2853526
224,2020,8,12,3042826,3209589,2969966
225,2020,8,13,2972943,3145976,2901587
226,2020,8,14,3046573,3227302,2972737
227,2020,8,15,2970855,3145722,2895489
228,2020,8,16,2899891,3069646,2824343
229,2020,8,17,2817489,2981097,2743730
230,2020,8,18,2949442,3117437,2876745
231,2020,8,19,2970899,3147090,2897930
232,2020,8,20,2965628,3147435,2893755
233,2020,8,21,3034298,3209789,2962278
234,2020,8,22,8761624,9248943,25975337
235,2020,8,23,6798505,7154326,15994378
236,2020,8,24,2771237,2936297,2700388
237,2020,8,25,2915589,3085321,2841229
238,2020,8,26,2908699,3073089,2835990
239,2020,8,27,2889358,3044800,2818742
240,2020,8,28,1854999,1949665,1810136
241,2020,8,29,2872279,3037435,2793598
242,2020,8,30,2807572,2978357,2734628
243,2020,8,31,2802896,2969344,2732870
244,2020,9,1,1512452,1600999,1475725
245,2020,9,2,1927207,2049730,1880118
246,2020,9,3,2119206,2257493,2067227
247,2020,9,4,2303133,2450504,2247848
248,2020,9,5,1921696,2025998,1873592
249,2020,9,6,1938472,2072603,1889612
250,2020,9,7,2668705,2836430,2598816
251,2020,9,8,2169995,2315282,2115405
252,2020,9,9,2116297,2260412,2063576
253,2020,9,10,1855344,1950682,1810858
254,2020,9,11,2944049,3101990,2871515
255,2020,9,12,1854746,1949471,1809470
256,2020,9,13,1852010,1947512,1804848
257,2020,9,14,2800243,2964487,2730491
258,2020,9,15,1502079,1577241,1464893
259,2020,9,16,2015698,2145658,1965329
260,2020,9,17,2949456,3111816,2877186
261,2020,9,18,2928952,3087042,2856861
262,2020,9,19,2886177,3046327,2813272
263,2020,9,20,2855345,3017538,2783336
264,2020,9,21,2841846,3010454,2769891
265,2020,9,22,2887958,3057077,2818193
266,2020,9,23,2858820,3035911,2788578
267,2020,9,24,2823101,2985908,2753656
268,2020,9,25,2841662,2994784,2771730
269,2020,9,26,2795198,2962240,2726316
270,2020,9,27,2901941,3067910,2829274
271,2020,9,28,2761465,2918845,2692829
272,2020,9,29,2772977,2947945,2703342
273,2020,9,30,2986445,3150901,2916078
274,2020,10,1,2919343,2918125,2701620
275,2020,10,2,3026407,3171512,2949149
276,2020,10,3,2825714,2999283,2757051
277,2020,10,4,2844819,3014493,2773876
278,2020,10,5,2742154,2907717,2673433
279,2020,10,6,2813016,2971513,2743607
280,2020,10,7,2821175,2982331,2752540
281,2020,10,8,2891183,3047657,2820605
282,2020,10,9,2832945,2994868,2764948
283,2020,10,10,2835048,2995284,2765487
284,2020,10,11,2751486,2908613,2682546
285,2020,10,12,2709349,2858351,2635578
286,2020,10,13,2746514,2911348,2678384
287,2020,10,14,2823382,2982214,2754485
288,2020,10,15,2724022,2871879,2655907
289,2020,10,16,2598622,2739930,2533665
290,2020,10,17,2766379,2930722,2696387
291,2020,10,18,2752414,2916072,2681588
292,2020,10,19,2645170,2805609,2577080
293,2020,10,20,2774575,2929751,2704213
294,2020,10,21,2836778,2990232,2762927
295,2020,10,22,2826576,2977797,2745016
296,2020,10,23,2913516,3059997,2831354
297,2020,10,24,2785734,2939455,2705308
298,2020,10,25,2988062,3137665,2898646
299,2020,10,26,2074919,2201251,2013507
300,2020,10,27,2900013,3053404,2815071
301,2020,10,28,3022920,3172850,2935423
302,2020,10,29,2920183,3062522,2834436
303,2020,10,30,2963493,3115386,2877331
304,2020,10,31,2939091,3091030,2851213
305,2020,11,1,2922934,3074704,2836027
306,2020,11,2,2768380,2914617,2682885
307,2020,11,3,3065672,3209898,2972958
308,2020,11,4,3273019,3421862,3174213
309,2020,11,5,944952,967847,914857
310,2020,11,6,3164035,3308745,3062359
311,2020,11,7,3080671,3213062,2977294
312,2020,11,8,3123348,3277700,3025210
313,2020,11,9,2896690,3042599,2808361
314,2020,11,10,2979381,3127579,2890291
315,2020,11,11,3012326,3160655,2924692
316,2020,11,12,2974472,3118500,2888666
317,2020,11,13,3033218,3168426,2942056
318,2020,11,14,2907526,3045091,2817534
319,2020,11,15,2945792,3091849,2857412
320,2020,11,16,2838157,2975843,2751320
321,2020,11,17,2920592,3065341,2833668
322,2020,11,18,2977038,3125780,2888913
323,2020,11,19,2994415,3139660,2905285
324,2020,11,20,3002101,3141975,2911042
325,2020,11,21,2814377,2963211,2730569
326,2020,11,22,2832642,2978545,2746843
327,2020,11,23,2802330,2960780,2716962
328,2020,11,24,2825534,2969134,2740884
329,2020,11,25,2928858,3066332,2838908
330,2020,11,26,2840256,2979434,2754452
331,2020,11,27,2776529,2929555,2696354
332,2020,11,28,2710216,2878639,2631206
333,2020,11,29,2877188,3025627,2788187
334,2020,11,30,2705649,2846493,2623638
335,2020,12,1,2852098,2998958,2767794
336,2020,12,2,2917579,3066855,2833781
337,2020,12,3,2790963,2935331,2707578
338,2020,12,4,2774528,2910713,2692231
339,2020,12,5,2764560,2916100,2682839
340,2020,12,6,2781480,2929314,2696503
341,2020,12,7,2688035,2825391,2603096
342,2020,12,8,2825646,2962098,2736880
343,2020,12,9,2780821,2916216,2696593
344,2020,12,10,2790388,2923376,2705794
345,2020,12,11,2804800,2934258,2719565
346,2020,12,12,2784603,2932129,2700918
347,2020,12,13,2791312,2932648,2705109
348,2020,12,14,2740995,2872481,2656753
349,2020,12,15,2758600,2896628,2674095
350,2020,12,16,2804446,2951254,2721654
351,2020,12,17,2705154,2848627,2632574
352,2020,12,18,2700286,2838930,2629194
353,2020,12,19,2687055,2830459,2615612
354,2020,12,20,2727843,2876011,2653399
355,2020,12,21,2583055,2734012,2509248
356,2020,12,22,2695162,2864926,2623162
357,2020,12,23,2646685,2787321,2573914
358,2020,12,24,2713216,2854171,2640131
359,2020,12,25,2622745,2753855,2548338
360,2020,12,26,2454542,2607262,2388362
361,2020,12,27,2629339,2771653,2557698
362,2020,12,28,2585497,2780067,2514223
363,2020,12,29,2710687,2855560,2637707
364,2020,12,30,2781349,2951109,2706807
365,2020,12,31,2979203,3152097,2900699
