,year,month,day,Brazil,Côte d'Ivoire,Netherlands,Paraguay,Russia,South Korea,Spain,Sweden,United States,Italy,Sri Lanka,Thailand,United Kingdom,Afghanistan,Albania,American Samoa,Argentina,Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cuba,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Fiji,Finland,France,French Guiana,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyzstan,Laos,Latvia,Lebanon,Luxembourg,Macao,Malawi,Malaysia,Mali,Martinique,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Papua New Guinea,Peru,Philippines,Poland,Portugal,Reunion,Romania,Samoa,Senegal,Serbia,Slovakia,South Africa,Sudan,Suriname,Switzerland,Taiwan,Tajikistan,Tanzania,Turkey,Uganda,Ukraine,Uruguay,Uzbekistan,Venezuela,Vietnam,"Virgin Islands, U.S.",Zimbabwe,Bulgaria,Wallis and Futuna,Algeria,Angola,Benin,Bosnia and Herzegovina,Botswana,Burkina Faso,Burundi,Chad,Croatia,Democratic Republic of the Congo,Ethiopia,Guinea,Isle of Man,Liberia,Lithuania,Mauritania,Palestina,Republic of Congo,Slovenia,Somalia,South Sudan,Syria,Togo,Tunisia,Yemen,Zambia,Bhutan,Central African Republic,Djibouti,Equatorial Guinea,Eritrea,Faroe Islands,Gambia,Guinea-Bissau,Madagascar,North Korea,Rwanda,Sierra Leone,Swaziland,São Tomé and Príncipe,Timor-Leste,Vanuatu,Solomon Islands,Saint Helena
77,2013,3,19,602457,1971,68540,14728,101375,29526,263046,19720,1888216,55249,1033,78120,384950,74,59,0,69715,22698,2493,1460,187,4594,12973,478,790,426,2154,62782,52399,4784,67013,8332,69,2214,4930,39200,19202,14268,7109,1422,59,2739,233383,427,241,247,20692,5609,4255,2753,9177,135,505,5754,1655,166,14973,603572,341,1070,160937,2954,1701,3991,963,508,111,4768,4508,279,154,494,188724,365,3537,149006,1084,1861,699,253,567,466,17,3946,2672,26,22612,5820,3188,2116,14843,27,12770,105533,3548,6119,403,902,6,774,3716,301,18694,593,459,11098,2369,10,634,220504,877,12205,2250,751,48854,1381,455,159,572,0,229,176,367,378,572,112,17,7,451,116,37,5,286,27,360,67,629,296,282,7,9,130,9,740,557,481,7,7,2,4,0,4,31,3,96,26,87,6,15,0,10,10,0,3
78,2013,3,20,602978,2346,70466,15145,103716,27519,251026,20202,1872122,53482,1099,73600,383852,67,60,0,74128,22926,2628,1303,223,4629,13082,521,699,359,1915,64673,54176,4819,64797,7901,71,2297,4843,41589,19819,13995,7231,1404,97,2767,238208,550,174,193,20354,6063,4574,3376,9172,153,603,5302,1800,124,14592,590429,379,1074,179519,2811,1825,3909,990,574,155,5061,4701,394,106,388,192545,254,3438,152972,1010,2114,626,257,506,623,20,3949,2624,41,23162,6121,3446,2395,14366,30,12538,102726,3564,6383,633,813,11,1252,3388,325,17820,629,467,11896,2361,5,610,220096,906,12082,2354,576,44075,1585,358,154,767,0,145,205,424,380,490,141,13,9,409,176,32,36,248,20,302,41,530,269,277,16,14,86,42,862,241,529,22,8,6,13,0,4,57,0,180,53,158,16,14,0,12,37,0,0
79,2013,3,21,600757,1942,70691,14437,103624,27895,244410,20135,1854256,58862,1106,76701,381913,96,106,0,73249,25592,2543,1363,308,4853,12376,502,709,471,1714,63863,51464,4743,65401,8703,37,2075,4334,31932,19983,13718,7151,1430,160,2963,232033,665,299,224,20493,5390,4346,3209,9182,152,594,5146,1895,151,15119,609568,484,1080,160467,2541,1888,4008,864,576,138,5268,5062,339,103,352,199334,393,3656,146681,954,2055,547,239,317,551,27,3918,2645,27,22652,5971,3550,2292,13982,14,12281,105258,3712,6529,369,828,6,1036,3681,467,19904,452,635,12586,2491,13,915,217729,1166,11717,2020,794,43281,1684,314,213,567,0,461,256,455,365,310,209,12,8,458,131,58,37,257,18,259,78,394,220,303,13,21,93,14,849,238,529,10,4,5,13,0,2,29,0,237,29,97,20,13,0,9,26,0,0
80,2013,3,22,569266,2142,70063,15085,105147,23353,235184,20302,1786562,55413,1018,73234,388946,83,108,5,69723,23244,2754,1599,255,5057,12129,540,785,408,1609,62201,49624,4769,77337,8007,25,2388,5587,34869,18095,15339,6877,1461,125,3398,209858,296,301,244,20246,5189,4848,3208,9734,138,650,6722,1933,237,13685,607813,371,1043,158409,2827,1934,4257,1030,495,122,4946,4694,264,115,207,193808,356,3470,150852,1149,2090,402,216,440,429,17,3811,2814,22,24684,6500,3400,2555,13561,8,11797,102890,4043,6919,591,910,13,969,4211,288,19905,569,447,10757,2374,21,467,225032,952,14129,2505,600,45922,1446,522,141,776,0,402,270,363,340,332,191,15,11,549,261,91,27,330,6,313,70,587,98,353,6,21,128,22,926,207,451,16,3,11,26,0,2,6,0,151,28,75,12,17,0,14,48,1,0
81,2013,3,23,529583,2444,70431,11469,80441,30318,244002,18371,1674191,52613,489,70136,391239,94,102,0,65392,22159,2456,1166,281,3990,10031,360,680,345,2049,57681,53178,4207,60594,7203,36,1735,4288,33785,17503,13927,6617,1075,83,2982,222678,299,189,183,17482,4761,2943,2854,8836,143,619,4855,1410,156,13543,600960,325,1261,154785,1975,1576,3960,1199,349,98,3493,4193,192,108,178,192854,270,3444,129004,1164,1704,569,294,329,412,11,3606,2482,84,23207,5800,3354,2485,13591,32,14303,102080,3739,5990,403,523,2,1294,2670,228,19889,754,333,11131,2302,23,315,132851,900,11606,2075,499,46087,1662,609,130,487,0,264,173,430,193,242,173,9,11,321,213,40,27,204,17,356,101,417,145,234,5,27,145,24,819,203,466,13,5,2,12,0,2,19,0,93,29,134,24,8,0,4,16,1,1
82,2013,3,24,609972,2092,75735,13637,97841,37800,274155,18341,1874337,65772,847,81330,435924,100,89,0,67516,23875,2753,1469,239,4383,13981,517,1006,510,1738,61969,47396,4935,69974,9043,27,2203,4251,35337,18694,14577,7445,1389,197,2453,291759,378,126,211,19432,5155,5172,3193,8937,94,644,6197,1921,228,16688,647041,340,1261,185142,2389,1789,4726,1417,335,147,4392,4809,402,133,405,227984,389,4694,155525,1062,2347,631,258,371,393,39,3862,2514,85,24427,5886,3268,2915,13429,16,12082,121501,4996,6314,385,846,5,1316,3933,297,18312,755,433,13290,2616,9,506,238971,1125,13125,2258,571,46514,1698,663,153,695,0,187,222,610,267,339,189,11,8,391,197,51,78,283,13,400,69,509,158,310,13,6,178,37,944,238,567,13,20,2,34,0,5,17,0,45,54,159,14,13,0,5,8,0,0
83,2013,3,25,623707,1921,68156,14842,106164,30103,268925,18954,1966093,59655,1187,75891,387526,226,116,0,71571,22998,3014,1268,414,4339,12967,449,837,407,1190,62716,54327,4619,71100,9184,54,2204,4422,36076,18833,14424,7613,1249,74,2739,242706,448,153,349,19730,4882,4894,3905,11124,109,446,6097,2012,236,14537,537467,442,949,165916,2487,1735,3916,945,476,145,4573,4776,360,127,372,232111,215,4074,161576,954,2002,857,188,269,421,12,3947,3175,48,23481,5693,3620,2384,14561,28,11685,115704,4359,6413,257,1086,5,1396,3664,318,20312,783,473,11944,2350,7,488,215846,873,11307,1839,458,48042,1485,554,221,753,0,404,139,506,339,403,217,9,7,400,170,70,66,275,13,305,89,523,224,284,3,8,94,30,1108,227,513,11,8,8,34,0,2,16,0,50,38,46,10,6,0,15,13,1,0
84,2013,3,26,602943,2296,70799,17512,103076,26699,303983,18859,1926371,56214,959,76664,393085,141,83,0,76123,23686,2541,1317,248,4813,13200,504,730,627,1898,65325,59097,4490,79752,9751,64,2360,4896,38631,24475,15333,8553,1096,120,2670,243631,346,201,254,20216,4764,4473,4683,11782,181,520,5570,1893,232,15473,545793,461,1117,179211,2798,1959,3841,980,496,187,4918,4410,381,119,369,231177,204,4100,175867,1027,2048,916,165,304,485,5,3992,3395,41,21340,5711,3832,2288,14878,24,12833,121287,4231,6651,373,1213,5,1017,3340,292,20327,671,414,12100,2151,22,561,216833,795,12783,2184,613,51274,1658,907,262,664,0,384,180,440,328,453,133,11,6,537,194,64,15,372,10,292,182,512,161,279,19,8,73,68,879,255,494,12,7,7,21,1,5,15,1,78,43,93,12,18,0,9,14,0,0
85,2013,3,27,214469,2253,70755,4624,88351,5461,272458,18541,737105,57787,318,19720,385939,55,83,0,23831,7027,2495,1118,70,4703,12078,175,149,201,1713,21125,26209,1473,43517,5674,6,2425,4823,12526,8618,13775,3820,1096,21,3018,228337,97,261,310,19824,5490,4277,1508,4758,14,135,3779,1977,342,3459,159041,379,1079,45569,2638,506,4237,1014,98,48,5087,4384,309,32,442,62666,316,1117,68807,264,2298,955,65,333,104,5,1449,1644,92,20145,6206,3232,242,9902,6,5146,36479,3857,6584,419,829,2,1136,3053,316,20273,636,294,11025,1019,10,728,215482,736,12217,1221,84,24714,409,141,173,736,0,291,169,612,354,424,270,7,10,456,133,47,26,340,6,293,100,523,117,302,6,15,90,82,814,232,485,5,5,2,22,5,4,15,8,184,21,82,25,13,1,1,4,0,1
86,2013,3,28,2,2008,71536,0,82213,0,272735,20326,3,65338,0,2,377582,0,54,0,0,0,2590,1133,0,4491,12320,0,0,0,1559,0,0,0,1,0,0,2400,4271,0,0,13662,0,1102,0,3064,231170,0,309,239,21012,5946,4337,0,0,0,0,0,2160,296,0,0,396,1176,0,2306,121,4533,921,0,0,5507,4557,319,0,554,0,552,0,0,1,2514,948,0,277,0,0,0,0,50,24020,5830,3449,0,1,0,0,0,4004,7527,299,1240,0,905,3233,427,19535,616,0,11405,0,0,699,216227,860,12647,0,1,0,0,0,199,842,0,189,183,632,290,460,303,19,3,426,126,41,17,320,10,254,94,419,194,415,13,15,81,103,835,301,483,0,4,7,42,0,3,30,2,82,0,100,8,26,0,0,0,0,0
87,2013,3,29,344270,1249,50500,5893,85522,24754,192235,13835,1072571,45009,904,73136,264682,73,38,0,40264,16690,2229,751,270,3323,8164,218,535,287,999,33647,26798,4168,40063,5036,27,1692,3625,20771,10936,10340,4610,837,44,2267,120047,230,182,231,13881,3933,3449,2735,5744,108,319,2934,1424,275,13671,592363,326,775,149868,1840,1714,3624,528,409,106,3319,2905,327,137,242,202028,123,2263,93367,706,1522,631,182,265,377,16,2265,1248,29,17938,3796,2613,1450,7678,16,6279,101463,3550,5759,265,609,3,483,2079,278,14646,497,304,8808,1804,28,549,157557,633,8891,1154,301,24323,1542,449,188,656,0,126,140,513,210,299,111,7,3,276,127,42,15,246,5,223,16,212,129,185,5,9,125,76,588,322,383,17,3,6,8,0,3,46,0,70,32,68,4,22,0,11,18,0,0
88,2013,3,30,1,0,0,0,0,1,0,0,5,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2013,3,31,2,0,0,0,1,0,2,0,4,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2013,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2013,4,2,566745,1813,65388,12890,84793,22534,266997,17010,1140515,61247,648,57301,373951,155,75,0,59503,16395,2961,941,205,4771,11955,405,570,190,1406,42939,48622,2756,43108,5902,25,1984,3943,20564,10865,13292,4495,985,40,2544,239732,400,328,237,18340,5133,3844,2662,6140,178,418,3554,1744,255,14478,455530,361,907,135803,2443,1638,4022,1091,513,104,4761,5014,443,161,408,144222,248,3994,111368,683,2487,991,199,481,344,19,2568,1692,53,21320,5961,3106,2143,9132,18,7729,89801,3751,7003,406,810,41,2054,3064,401,18058,749,208,11013,1600,17,719,210733,820,11258,1754,226,29241,1519,223,221,754,0,329,138,731,340,502,80,2,9,447,309,60,0,406,7,231,149,391,142,263,8,16,69,63,771,325,483,31,1,1,5,0,3,24,0,90,21,58,4,7,0,9,11,0,0
92,2013,4,3,620261,2690,71123,15160,100240,29201,288168,19230,1984043,61727,1213,77415,406518,139,55,0,81539,23444,3220,1031,282,5408,13258,431,671,346,1292,67606,57047,4960,71004,9899,28,2047,4443,34275,21497,14576,8347,1185,76,2610,239111,619,202,328,21175,5365,4319,3931,10867,247,700,6252,1906,221,15028,576668,373,1082,182064,2563,1841,4351,1044,546,145,5484,4671,464,330,406,188016,139,5284,179978,619,2682,1010,457,516,495,24,4018,2808,19,23396,6719,3348,2029,15414,12,11565,121620,4399,8259,417,888,22,2160,3348,327,20425,609,411,12764,2282,45,857,241349,1000,11700,2799,384,48823,1814,424,224,819,0,436,190,586,283,509,163,10,8,494,235,48,8,386,13,263,142,386,191,293,35,33,82,75,679,311,651,50,3,4,7,0,3,12,0,42,25,104,3,6,0,40,13,1,0
93,2013,4,4,642381,2131,70837,14542,104638,27578,285407,20207,2001710,64705,1092,79994,429535,267,71,3,78292,23659,2654,1329,249,5458,13388,413,841,286,1226,65755,59734,5559,70455,11134,40,2049,4367,34130,18535,13565,7815,1201,93,2796,240393,616,184,288,21469,5623,4534,4460,10443,239,870,5367,1987,227,17998,575792,361,1205,187191,2325,1879,4239,1075,508,114,5978,4686,520,212,381,185878,161,5650,196370,698,2519,828,485,479,389,27,4022,2849,27,24350,6640,3034,2029,15395,10,11864,125334,4543,8853,371,992,37,2334,3557,330,19625,511,561,12820,2676,36,717,234684,765,12366,2656,342,46289,1871,608,265,871,0,531,165,656,257,363,187,6,6,454,261,36,5,280,5,282,75,462,100,270,33,31,100,51,859,371,763,49,3,4,10,0,3,7,0,58,20,103,10,9,0,21,15,1,0
94,2013,4,5,614882,1939,76423,15129,110457,28595,276046,21956,1965051,63310,1205,81509,417269,193,67,2,78867,23452,2851,1154,243,5589,14437,375,949,257,1106,66881,60229,5256,68351,9380,45,2110,4526,34378,19037,14358,7861,1264,48,2721,222642,518,209,204,23028,5749,4456,4350,9518,238,581,5713,1912,221,16760,622340,409,1301,191658,3170,1854,5126,1018,556,117,5990,4764,660,199,389,197666,369,5507,183374,1038,2540,739,306,411,405,48,4282,2855,58,24384,6498,3072,2425,14218,56,11949,125850,4226,7447,376,994,25,1808,3673,333,20928,528,301,12739,2533,21,604,238718,929,13237,2360,389,55022,1764,680,171,1083,0,351,181,619,273,452,150,8,7,480,224,37,0,329,5,402,141,433,144,387,33,51,151,61,1056,400,681,18,1,13,26,0,104,43,3,44,18,96,11,21,1,17,14,3,0
95,2013,4,6,605069,2689,76481,13899,112210,38466,276580,21751,1857032,63966,1116,92949,440893,194,71,9,71199,25671,3077,1253,347,5823,13683,466,1064,318,870,64120,53926,5638,73784,9854,103,2146,4753,35219,18873,13959,8432,1413,62,2954,239333,665,149,206,24300,5687,4650,4520,10418,317,657,6769,2003,220,19094,690644,349,1353,207235,3202,1897,4834,1047,540,195,6095,4588,695,230,355,211012,612,4909,175588,1181,2874,793,162,337,431,22,4387,3184,55,22774,6611,3625,2089,13883,70,12597,119726,5286,6974,401,1159,27,1580,3360,380,20088,599,540,13110,2596,16,791,276824,750,13200,2389,339,55952,1916,691,278,1126,0,407,197,343,357,573,103,13,5,512,207,26,6,457,28,399,308,442,143,313,14,52,109,45,951,365,528,5,3,18,21,0,46,73,0,74,32,94,7,15,1,17,10,3,0
96,2013,4,7,627025,1963,74312,14050,100760,38898,307168,21532,1943209,71734,844,88177,466127,100,69,3,72717,27903,2771,1186,266,5111,12564,362,917,292,1165,64022,55278,5045,76086,10000,38,1971,4552,34528,18565,14825,8683,1409,43,2583,279770,676,256,180,21982,6173,4226,3623,10956,267,671,5593,1652,218,18330,674342,507,1128,218454,3145,1958,5455,1521,413,214,4716,4676,454,153,397,222814,466,5078,168530,878,2821,834,265,321,434,39,4403,3415,59,25113,7253,3513,2388,14490,16,11764,128311,5220,8154,404,847,14,1730,3607,274,19051,696,343,14317,2674,8,723,236874,778,12563,2506,308,63050,1704,659,309,881,0,213,161,608,270,393,144,9,6,525,220,31,9,630,48,425,132,401,81,304,14,31,119,138,830,438,708,15,1,5,63,0,40,45,0,49,34,118,4,13,0,35,12,0,0
97,2013,4,8,640161,2052,69193,15152,106277,28135,278937,20895,2041912,64217,993,81245,488113,233,69,17,77808,25231,2636,1019,298,5166,13273,450,683,311,943,65530,56182,4175,69167,9045,39,2279,5028,28066,19118,14715,7141,1065,49,2724,241993,362,198,183,21752,5410,4086,3882,9940,160,503,5553,2113,208,16227,587387,439,1265,182412,2814,1996,5065,1401,468,151,5700,4577,274,126,513,188633,364,4831,163555,813,2521,1015,301,442,409,70,4046,3000,64,22170,6522,3395,2381,13909,25,12315,117033,5335,7944,388,1039,4,1509,3290,336,19671,698,510,13358,2215,7,639,217087,819,12486,2315,323,55393,1388,575,268,821,0,235,182,350,302,380,184,8,5,412,187,78,2,573,13,302,242,340,205,313,12,13,122,95,745,160,575,7,5,11,32,0,24,26,1,51,81,108,10,25,0,41,16,0,0
98,2013,4,9,599684,1588,70612,14506,103518,26488,269469,20364,1975097,60498,764,80334,419996,185,59,3,74513,24198,2874,1136,330,5150,13431,410,658,422,821,65168,54666,3908,72472,8827,55,2216,5302,29298,19397,14227,7124,1103,85,2588,238589,336,132,324,22226,6061,4453,3406,10758,227,583,5609,1921,224,18267,528470,1610,1469,165946,2485,2029,7548,1185,549,143,5283,3888,270,129,456,181914,357,5151,161137,817,2566,761,368,356,583,57,3745,2959,126,20801,5703,3443,2475,14450,37,11933,126072,4530,7074,367,854,6,1603,3220,307,17869,640,345,12108,2024,13,498,246498,1052,11922,2646,362,57788,1700,515,326,773,0,193,309,349,289,478,105,1,6,434,273,54,8,436,11,312,169,383,141,355,20,27,120,299,746,249,517,10,5,37,9,0,10,18,3,24,57,128,6,17,0,22,19,3,0
99,2013,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2013,4,11,60162,164,1095,1398,1212,1254,13596,418,148865,1833,7,1021,35189,3,9,0,6109,1651,83,13,1,37,1066,46,25,9,18,5601,4802,153,4945,630,3,82,145,2682,1262,1296,462,1,11,55,9113,182,2,16,530,372,215,524,624,5,46,424,46,6,135,26366,77,59,8853,159,11,76,110,2,2,47,114,9,11,5,4146,42,577,10880,15,243,7,4,33,17,2,255,203,9,1586,214,77,86,1144,3,847,3288,69,658,0,21,0,141,160,3,357,37,34,478,69,0,12,5647,13,163,221,1,5612,35,76,2,13,0,16,4,30,5,12,7,0,0,11,4,0,0,32,0,1,31,7,1,3,0,3,7,2,39,18,11,1,0,0,0,0,0,1,0,1,4,6,0,0,0,0,2,0,0
101,2013,4,12,616003,1822,78901,17388,113785,28915,271054,23116,1929673,61105,947,86644,432892,114,84,1,78924,25445,2659,1220,497,5885,14995,484,865,236,905,70299,55177,4356,69906,9742,123,2340,5065,31955,21498,16078,7297,1356,94,2938,224408,794,155,270,23868,5322,5038,3239,9371,281,742,6230,2225,207,16888,609763,750,1645,174305,3336,2335,5193,1250,445,180,6439,4225,393,290,398,199507,396,4880,165613,817,3427,1115,405,381,424,40,4144,2659,39,23287,7142,3769,2517,14604,20,13183,123389,4653,8436,419,1130,9,1174,3191,361,20309,696,579,11684,2613,58,700,248151,795,13931,2479,336,67603,1330,371,198,984,0,406,128,692,371,551,99,13,14,496,250,24,6,357,17,341,294,367,176,275,16,11,183,83,813,295,724,2,5,12,11,0,6,29,0,95,35,107,11,12,1,13,15,1,0
102,2013,4,13,624788,2012,77944,15112,112572,36520,272845,21136,1811085,61506,957,88607,457137,157,103,3,73643,25937,2575,1380,303,5787,14584,435,904,305,1176,67507,49756,5171,72170,9648,25,2227,5451,35132,18832,15944,7761,1364,92,2502,245806,735,256,262,23128,6079,5350,3730,10677,211,657,5839,2322,277,20682,707607,762,1339,194130,2902,2040,4844,1525,495,172,5592,4653,322,219,458,213519,665,4761,167133,986,2710,1075,438,316,520,18,4430,2836,46,25231,7432,3504,2418,13546,76,13182,124071,5409,7568,218,1022,3,1496,3464,324,20709,761,480,11845,2821,48,542,264909,646,14794,2511,308,60584,1945,460,194,813,0,556,138,834,318,733,114,13,3,495,183,63,45,445,22,298,444,616,110,335,10,12,150,85,864,203,490,21,5,21,23,1,8,8,0,45,34,117,14,16,0,23,14,0,0
103,2013,4,14,651633,2535,85299,14620,100690,42157,312648,20693,1869419,64720,907,85097,509495,173,88,0,72600,26329,2569,1209,317,5276,15644,594,834,352,994,67107,52110,5189,73666,9998,38,2112,5196,35827,21147,14475,8319,1105,102,2423,259993,615,297,257,23418,5287,5033,4009,9858,198,633,6144,1860,196,18486,699054,737,1111,202816,2864,1784,5046,1424,425,193,4747,5183,448,345,420,209984,809,5801,169132,898,2875,906,428,449,420,12,4335,2729,52,25648,7949,3539,2620,14617,36,12462,144654,5181,7814,448,1010,3,1457,3358,330,19230,870,506,12684,2642,18,661,238782,733,13569,2665,314,102054,1690,358,179,807,0,277,178,1062,279,380,151,10,6,523,166,236,110,513,9,332,92,434,109,326,15,7,163,45,919,215,622,24,5,31,19,0,5,13,0,27,27,206,16,7,1,39,9,0,0
104,2013,4,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2013,4,16,604465,1793,70213,15372,107258,28756,259599,20968,1907129,60407,836,83530,390492,185,93,0,78312,21823,2512,1192,308,5643,13877,551,699,299,704,67241,52477,4673,68676,9809,25,1894,4512,31130,19460,14155,7172,1114,119,2644,255004,613,152,394,21413,6028,4502,3485,9270,203,673,5040,2007,261,19599,638913,908,1354,160587,3092,2127,4486,1046,523,230,5694,4272,438,199,488,195851,408,4705,154049,769,2646,1275,254,430,402,20,4072,2970,43,21934,7635,3888,2942,14689,72,12706,120091,4691,7878,323,976,8,1107,2972,404,19022,876,703,11044,2429,11,661,220062,528,12687,2325,295,138143,1569,498,239,927,0,468,183,800,272,561,86,10,12,485,150,62,80,350,6,287,150,369,154,245,6,22,143,42,836,212,551,23,6,22,2,0,0,6,0,40,32,282,40,9,3,36,18,1,0
106,2013,4,17,600160,1767,73375,14980,108434,28188,260062,21161,1893376,61064,845,83933,398707,222,73,0,77877,22747,2248,1121,383,5459,13913,466,597,278,898,66483,55052,4407,70719,9304,30,2077,4212,31610,19626,14032,6883,1115,93,2805,231990,796,304,277,21975,4963,4565,3781,9167,170,744,5232,2331,332,18442,667321,758,1388,166102,3322,1971,4717,927,457,214,5196,3855,436,190,626,190948,408,4958,155729,939,2645,1112,333,377,487,6,4954,2728,43,20042,7295,3672,2215,14186,38,12421,130431,4089,7659,478,953,7,1268,3163,387,19306,977,532,12081,2531,23,859,222243,742,12462,2392,356,96971,1578,435,258,734,0,347,174,687,271,427,99,32,7,526,110,56,67,394,9,324,218,418,104,246,13,10,171,12,695,267,598,11,1,11,14,0,2,6,0,49,19,89,22,12,2,14,25,1,0
107,2013,4,18,407450,1530,64977,10361,89628,20787,245910,20367,1157694,58887,631,62330,364491,220,74,2,52258,16527,2260,1133,331,4969,12873,406,485,244,1063,41658,35976,3083,39168,5352,19,1779,4719,20511,11630,12119,3169,948,69,2553,214114,275,164,301,18638,4588,3977,2276,5261,134,314,2780,2066,247,13999,486391,524,1234,128023,2518,1404,3806,900,378,133,5328,3663,374,233,546,152241,262,3417,96005,713,2189,1092,267,399,456,11,3051,1455,84,19540,6687,2985,2231,8634,48,7423,95152,3900,7209,246,938,4,1424,3426,373,16413,839,253,9590,1742,7,612,201366,500,11515,1854,242,43513,1021,330,268,705,0,162,153,681,221,276,64,7,5,415,56,74,72,304,9,360,58,431,79,240,12,10,108,93,856,207,435,11,1,14,21,0,1,11,0,31,14,148,9,14,0,8,3,0,0
108,2013,4,19,588231,1756,74131,15836,108738,25992,243535,20445,1884072,63174,891,81000,364644,189,88,1,75068,22705,2561,1200,481,5539,14039,565,646,245,863,66188,52044,4279,67393,8880,32,1933,5269,34426,18964,15605,6781,1222,62,2833,228426,580,214,386,20949,5466,4714,3442,8791,278,584,5721,2500,273,18284,649535,618,1599,154200,3475,1898,4480,1282,514,181,5853,3895,513,313,663,194186,343,4489,155000,763,2547,1150,248,251,475,28,3953,2610,66,22749,6836,3422,2436,14403,12,12384,121418,4189,6722,283,1011,12,1370,3075,364,19417,768,366,11930,2413,35,671,242019,621,12884,2355,280,98316,1503,305,196,787,0,269,172,484,231,372,174,7,9,623,171,50,38,315,13,507,180,519,65,266,9,11,215,25,918,268,499,31,1,14,7,0,3,11,0,49,21,265,15,5,1,19,19,0,0
