,year,month,day,Brazil,Côte d'Ivoire,Netherlands,Paraguay,Russia,South Korea,Spain,Sweden,United States,Italy,Sri Lanka,Thailand,United Kingdom,Afghanistan,Albania,American Samoa,Argentina,Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cuba,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Fiji,Finland,France,French Guiana,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyzstan,Laos,Latvia,Lebanon,Luxembourg,Macao,Malawi,Malaysia,Mali,Martinique,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Papua New Guinea,Peru,Philippines,Poland,Portugal,Reunion,Romania,Samoa,Senegal,Serbia,Slovakia,South Africa,Sudan,Suriname,Switzerland,Taiwan,Tajikistan,Tanzania,Turkey,Uganda,Ukraine,Uruguay,Uzbekistan,Venezuela,Vietnam,"Virgin Islands, U.S.",Zimbabwe,Bulgaria,Wallis and Futuna,Algeria,Angola,Benin,Bosnia and Herzegovina,Botswana,Burkina Faso,Burundi,Chad,Croatia,Democratic Republic of the Congo,Ethiopia,Guinea,Isle of Man,Liberia,Lithuania,Mauritania,Palestina,Republic of Congo,Slovenia,Somalia,South Sudan,Syria,Togo,Tunisia,Yemen,Zambia,Bhutan,Central African Republic,Djibouti,Equatorial Guinea,Eritrea,Faroe Islands,Gambia,Guinea-Bissau,Madagascar,North Korea,Rwanda,Sierra Leone,Swaziland,São Tomé and Príncipe,Timor-Leste,Vanuatu,Solomon Islands,Saint Helena
0,2013,1,1,2,1,1,1,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2013,1,2,0,0,0,0,0,0,3,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,1,3,52339,1,171,1595,301,318,660,53,123494,128,7,550,1806,3,3,1,6553,291,8,6,4,12,33,87,7,4,8,4358,5024,52,9332,1011,6,8,12,1319,2123,65,1372,4,5,14,1099,61,1,2,84,15,11,138,1754,38,19,763,11,1,122,5528,2,3,1764,8,8,31,9,3,3,17,6,7,4,2,1408,2,394,15203,12,7,3,4,1,12,2,52,353,1,93,34,13,6,1772,1,1395,895,10,28,6,2,4,14,11,1,96,2,101,35,16,1,10,415,4,25,199,2,5751,17,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2013,1,4,55318,0,1,1842,2,0,1,0,128918,0,0,0,3,0,0,1,7187,0,0,0,0,0,1,135,0,0,0,4012,5624,0,9627,1123,6,0,0,1484,2528,1,1520,0,0,0,1,77,0,0,1,0,0,154,1995,21,16,990,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,571,16547,6,0,0,0,0,0,0,0,377,0,0,0,0,0,1865,0,1562,0,0,0,0,0,2,0,0,0,0,0,54,0,0,0,0,0,0,0,185,2,6661,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2013,1,5,55986,0,0,1808,1,0,2,0,128026,0,0,0,2,0,0,0,7181,0,0,0,0,0,0,83,0,0,0,4498,5083,0,10010,1234,0,0,0,1466,2261,0,1373,0,0,0,2,65,0,0,0,0,0,140,1846,29,24,901,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,466,16696,2,0,0,0,0,0,0,0,256,0,0,0,0,0,1925,0,1582,0,0,0,0,0,2,0,0,0,0,0,79,0,0,0,0,0,0,0,260,3,6812,0,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2013,1,6,55240,0,0,1696,1,0,1,1,115197,0,0,1,1,0,0,0,7702,0,0,0,0,0,0,95,0,0,0,4298,5015,0,9267,1209,0,0,0,1483,2270,0,1498,0,0,0,0,51,0,0,0,0,0,153,2068,19,27,934,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,420,13008,5,0,0,0,0,0,0,0,343,0,0,0,0,0,1588,0,1705,0,0,0,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,194,0,6560,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2013,1,7,50084,0,1,1443,2,1,1,0,56335,0,0,0,5,0,0,0,6602,0,0,0,0,0,0,55,0,0,0,2312,4966,0,8100,1171,2,0,0,1317,1875,0,1346,0,0,0,4,21,0,0,1,0,0,147,1292,15,29,737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1069,0,0,0,0,0,0,0,0,289,0,0,0,0,0,1507,0,1333,0,0,0,0,0,0,0,0,0,0,0,107,0,1,0,0,1,0,0,162,0,5518,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2013,1,8,40991,157,3717,841,3259,971,22520,1399,142901,3449,8,1451,49853,3,4,1,4034,1530,171,17,1,176,723,43,36,17,34,5582,4625,172,4887,686,0,80,230,2142,1202,1704,573,38,3,113,17609,62,15,29,1020,507,204,263,577,17,37,428,116,27,147,19299,15,28,5838,206,33,56,88,4,1,114,388,39,4,5,4212,18,359,11659,18,89,57,1,12,30,1,273,121,0,1375,672,101,37,815,2,819,2648,186,515,11,49,2,168,210,12,329,37,60,717,72,0,6,11188,3,960,202,8,4442,24,94,7,25,0,5,5,29,10,12,2,2,1,30,10,2,1,53,3,19,20,15,6,12,1,1,17,17,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2013,1,9,578067,1454,79921,12920,106148,34488,228947,23161,1996523,60131,923,66448,460760,527,55,1,64836,26263,2816,1129,282,4799,12175,577,751,300,840,72024,62472,4658,76109,8576,25,1955,4052,28470,17723,18855,10325,1322,79,2612,184889,281,127,326,18632,6597,4393,2534,10288,266,684,5483,2259,179,15696,457015,397,977,117634,4535,2441,4137,849,276,273,4715,6491,548,77,493,161415,313,3306,181890,962,1630,591,304,753,498,16,4494,2226,15,23486,7713,3228,1813,12541,41,11520,84455,2983,5786,394,984,4,1175,2434,285,16822,587,463,8780,2209,5,639,192699,674,12136,1981,484,48110,1504,525,303,537,0,160,278,386,224,343,129,20,8,579,210,32,20,490,6,326,55,548,167,302,7,6,109,196,665,252,486,2,7,18,3,1,5,27,5,73,4,83,18,17,5,5,12,0,0
9,2013,1,10,474975,1206,60946,10803,91534,30851,161746,18414,1646418,46136,980,63218,311322,334,81,0,51636,22951,2262,1058,299,3831,8984,526,793,304,643,56479,53105,4639,61413,8331,17,1820,3668,24833,14096,12735,9036,1030,125,2180,130149,223,193,293,15148,5476,3634,1597,8845,172,363,4225,1700,154,14650,422781,291,701,105936,2867,2158,4271,580,283,197,4257,4254,417,97,378,162546,150,2329,148448,1265,1437,542,160,631,321,7,3649,1808,3,16701,5756,2749,1907,10790,55,10015,76705,2708,3819,437,900,21,620,1898,248,14191,368,384,6941,1838,2,429,156062,632,9156,1620,398,44886,1346,335,220,562,0,124,220,482,160,388,93,17,4,503,131,46,3,451,6,285,56,370,159,251,4,15,129,82,514,181,308,2,5,9,4,0,7,30,0,97,1,51,21,12,0,2,12,6,0
10,2013,1,11,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2013,1,12,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2013,1,13,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2013,1,14,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2013,1,15,2,0,0,0,0,0,0,0,6,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2013,1,16,309220,1086,56092,8297,55491,15691,185106,15994,996864,45631,397,30045,345482,91,60,0,31744,9008,1984,859,132,2811,9180,356,207,130,448,40620,32440,1423,43293,5087,16,1184,3312,15264,9956,9836,4609,600,73,1311,145837,105,84,214,12973,2779,2747,1302,4960,91,278,2898,1428,211,7218,197109,235,757,52412,1424,1135,2266,732,167,71,2769,3266,227,54,254,73735,165,2269,88095,547,1397,317,75,344,210,8,1354,1472,8,12671,5369,2163,1585,7071,29,7193,36226,2344,3675,193,497,3,1058,1898,201,9848,369,257,6720,806,1,398,138532,542,7600,1615,222,21695,604,261,146,426,0,153,128,540,153,290,10,30,8,391,300,72,8,280,8,233,69,369,114,244,2,4,42,5,443,151,259,2,4,4,1,0,1,17,0,37,3,86,4,12,0,6,3,0,1
16,2013,1,17,150988,2025,79583,12273,103468,34216,245169,22663,2033727,61040,937,65183,449122,392,96,1,14438,27769,2891,1230,334,4962,13202,493,615,297,664,75458,3576,4024,78726,8321,30,1915,4771,27883,17935,15178,9437,1024,119,2431,204529,219,200,285,20051,5317,4746,1750,8898,324,506,4547,2007,273,13750,486121,557,1217,123138,2152,2228,3987,1003,349,234,4717,4098,396,173,592,171987,236,3685,175753,1312,1793,435,134,589,447,14,4228,2442,47,20514,7860,3637,3422,12669,22,12809,83112,3446,5219,329,897,7,1094,2851,321,16897,533,548,9360,2021,2,579,194518,808,11589,269,395,42121,1427,396,291,639,0,204,246,583,182,523,76,34,6,552,717,65,15,296,33,324,106,328,178,353,10,26,96,18,670,257,321,2,7,12,2,1,2,45,0,72,1,91,24,8,0,16,58,0,1
17,2013,1,18,107434,2547,83716,10685,105484,34076,223804,23542,1864322,57746,923,65471,497561,412,61,0,10124,30256,3093,1127,347,4711,12421,516,739,240,675,72851,2,4393,74472,8083,33,1916,5125,25772,15945,15953,8795,1182,113,2686,195085,278,208,289,21121,5027,4299,1900,9025,223,407,5310,2235,250,14837,463881,354,1807,121637,2335,2019,4020,1105,337,209,4868,4069,348,169,584,187090,194,3116,174387,1236,1779,582,192,471,486,13,4435,2417,99,22749,7133,4621,2187,11952,13,11619,85290,3305,4977,286,1001,3,1083,3035,402,18500,607,319,8295,2168,9,654,204418,788,12338,52,334,38082,1522,359,238,672,0,137,312,475,222,574,104,8,2,560,458,27,26,405,67,349,133,551,166,316,10,8,58,19,703,278,320,4,8,11,0,0,2,29,0,42,2,127,34,9,0,16,24,1,0
18,2013,1,19,3,2362,80576,0,103163,34519,248235,23675,649347,58567,1046,75048,436735,263,55,1,0,26941,2834,1166,303,5123,12741,0,731,283,801,21572,0,4396,0,0,0,2033,4577,0,0,16529,0,1274,106,2851,203913,0,219,236,19411,5924,5187,0,6335,0,0,1770,1944,222,15774,490321,378,1102,141647,2675,2037,5330,1196,270,205,4318,4835,303,146,396,180343,182,0,153973,1289,1870,544,220,739,378,21,4349,0,27,22510,7664,3476,2089,0,114,1,93615,3742,4871,481,923,7,1051,3108,436,19711,562,0,8267,2174,2,637,210328,735,11801,0,510,0,1397,0,301,763,0,171,393,462,166,490,214,19,4,694,427,54,13,378,79,267,105,513,184,315,13,13,102,21,820,220,431,5,13,5,6,0,1,52,1,37,6,106,0,17,0,13,37,1,0
19,2013,1,20,1,2017,88779,0,88282,32909,265271,21912,701766,59830,1054,69886,502958,245,79,7,0,26265,2789,969,401,4400,14351,0,764,287,879,22835,0,3904,0,0,0,1551,4706,0,0,15183,0,1083,40,2408,263933,0,325,255,19448,6666,4490,0,6606,0,0,1720,1657,255,14611,497942,391,834,141386,2266,1932,5670,1106,289,171,3887,4733,268,121,295,176295,201,0,157871,1353,1617,751,191,794,370,12,4376,0,45,21691,7736,3534,2009,0,13,0,94960,3698,4972,307,813,7,1286,3762,408,16654,518,0,10417,2012,11,664,197372,687,10750,0,434,0,1360,0,302,632,0,91,238,570,211,323,62,10,7,451,350,111,13,391,76,266,160,451,233,242,13,14,92,40,722,230,424,0,6,7,3,0,4,77,1,77,1,65,9,20,0,3,108,0,0
20,2013,1,21,1,1572,79651,0,102781,33818,225273,21760,691727,59557,871,62899,498742,227,64,6,0,25144,2877,1108,274,4881,12648,0,753,211,554,20317,0,3896,2,0,0,1781,4503,0,0,14743,0,1221,24,2431,224261,0,258,214,20217,4587,4197,0,6294,0,0,1513,1741,226,13109,451557,463,848,123155,2256,1956,4716,944,296,237,4865,3514,283,159,547,167597,117,0,146971,1050,1715,629,134,701,319,15,4138,0,76,18717,7181,4076,1802,0,26,0,79585,3379,5410,216,940,13,819,2613,420,15605,494,0,9511,2043,6,414,191514,708,11644,0,365,0,1265,0,169,720,0,83,320,444,322,350,178,32,10,469,252,120,7,298,2,296,149,418,216,218,11,12,79,71,650,274,598,2,6,8,3,3,4,30,0,43,4,77,20,14,0,83,24,0,0
21,2013,1,22,1,1568,77047,0,99746,35801,242989,23041,634214,55170,918,63722,476955,323,83,5,0,24093,2594,1041,253,4305,12894,0,846,228,878,20462,0,3709,0,0,0,1855,4427,0,1,14599,0,1240,48,2539,207700,0,267,231,19334,5522,4307,0,6180,0,0,1318,1639,163,13378,436519,572,785,122465,2312,2008,4982,1096,376,225,4744,3901,233,132,510,167657,155,0,137767,1028,1714,721,167,658,376,5,4016,0,64,18201,7391,4039,1889,0,28,0,77484,3123,4938,410,954,10,1229,2838,369,16211,570,0,9121,1733,9,385,197774,872,12102,0,426,0,1201,0,169,718,0,143,201,626,398,501,190,24,4,452,365,51,22,294,6,243,53,380,105,281,2,7,52,82,754,210,362,5,6,15,4,1,2,25,0,28,2,85,11,21,0,14,41,0,1
22,2013,1,23,0,1465,76542,0,101618,35782,239941,22952,706722,55864,916,63954,471880,245,70,6,0,25271,3023,1096,460,4282,12015,0,754,329,821,21565,0,4039,0,0,0,1985,4649,0,0,14214,0,1280,110,2685,207217,0,201,231,19532,6075,4436,0,6893,0,0,1531,1750,199,14558,466427,434,921,125195,2570,2101,4963,1012,287,246,4882,4176,353,186,562,183520,154,0,152648,1063,1739,673,121,506,336,5,4348,0,118,21512,8118,3528,1972,0,14,0,82359,3062,5501,407,833,13,1197,3088,286,19695,487,0,9166,1866,6,452,196073,768,11378,0,354,0,1440,0,196,844,0,169,128,805,363,367,131,9,6,546,299,71,24,312,41,295,61,347,127,344,3,7,77,33,538,236,358,2,3,2,4,0,0,43,0,160,2,85,4,21,0,29,51,0,0
23,2013,1,24,2,1878,77019,0,98486,36875,269275,23224,709978,55612,848,62173,452461,209,59,4,0,26545,2775,1273,345,4422,11689,0,710,287,661,22123,1,4337,0,0,0,1729,4904,0,0,13989,0,1179,155,2973,201737,0,245,312,18692,5998,4349,0,6610,0,0,1658,1485,153,13557,540937,507,989,122277,2404,1917,4719,983,347,270,4317,4807,313,197,421,195180,280,0,152590,1137,1708,845,145,576,471,8,4345,0,116,23170,7219,3399,1661,0,25,1,79327,3209,4784,265,885,11,1499,3069,322,17603,637,0,9207,1797,57,583,180698,819,10923,0,369,0,1379,0,232,651,0,207,108,1510,431,383,235,10,3,417,261,64,18,306,8,247,24,409,276,380,28,12,96,98,486,229,418,4,8,2,4,0,3,48,0,51,50,86,13,18,0,69,45,0,0
24,2013,1,25,3,1464,79530,0,106794,35290,218432,23646,703662,56653,1012,65159,439329,188,128,1,0,26987,3053,1566,337,4541,11766,0,776,287,1028,23483,1,4326,0,0,0,2053,5579,0,0,18299,0,1141,86,2888,190010,0,324,308,20382,5175,4889,0,6971,0,0,1567,1854,250,14006,507061,467,1531,123569,2277,2140,5189,1139,301,213,5035,3988,497,197,649,194186,258,0,155896,981,1762,639,156,672,541,11,4421,0,106,24230,7471,3437,1854,0,24,0,84657,3253,4996,369,890,7,1204,3281,383,18506,645,0,8608,1934,10,569,219748,731,12201,0,379,0,1464,0,149,713,0,219,165,802,387,291,359,16,6,554,270,60,13,376,5,361,21,449,304,392,3,16,156,71,604,284,701,8,3,3,7,4,7,76,0,78,3,130,8,14,0,75,31,1,0
25,2013,1,26,3,2049,78735,0,101403,32800,221365,20554,658908,55174,917,75350,412312,200,100,1,0,26275,2930,1424,308,4295,14011,0,676,274,1327,21738,0,4207,0,0,0,2294,5238,0,0,17723,0,1136,114,2842,249072,0,403,312,19073,5575,4632,0,6876,0,0,1361,1797,247,15133,537545,515,1197,141100,2482,1904,4451,1247,409,236,4565,4689,400,187,538,202067,315,0,155556,1204,1666,852,185,636,679,44,3821,0,171,22622,7495,3664,1889,0,73,0,94396,3100,4600,498,903,6,1322,3124,477,16365,613,0,10955,2191,19,662,206499,786,12380,0,395,0,1264,0,257,749,0,337,160,955,336,510,164,16,3,797,293,54,60,298,6,376,60,581,333,376,8,6,71,267,801,300,453,8,6,7,8,0,2,26,1,136,3,63,20,6,0,49,52,0,0
26,2013,1,27,2,1928,80544,0,88597,31124,264425,20522,694722,56294,901,72115,483243,220,87,1,0,26764,2913,1384,290,3601,12394,0,717,289,993,21058,0,4012,0,0,0,1635,5397,0,0,15969,0,932,77,2523,228279,0,283,237,19227,4767,4750,0,6870,0,0,1633,1427,171,14021,526267,457,1095,147544,2226,1717,4323,1460,371,177,3884,4670,403,156,328,197780,157,0,154193,1338,2080,940,108,674,539,4,4037,0,111,23058,7650,3536,1773,1,31,0,101546,3092,5289,442,866,9,1229,3100,425,19330,510,0,10776,2018,10,601,213952,585,10803,0,419,0,1427,0,220,622,0,194,249,796,350,367,44,43,5,524,226,96,23,331,7,335,109,660,296,286,15,6,75,94,595,192,610,9,9,4,2,0,2,30,0,58,10,86,17,17,0,20,26,2,0
27,2013,1,28,0,1453,84212,0,101777,37448,242665,22154,726299,56941,970,63878,442786,219,102,1,0,26881,3363,1265,318,4394,12865,0,755,349,581,19657,0,3862,0,0,0,1971,4656,0,0,16237,0,1198,62,2697,210512,0,321,282,20777,4787,4388,0,6645,0,0,1571,1695,189,13017,471080,410,1156,126271,2148,2748,4703,1345,377,162,4633,3731,363,130,382,200354,121,0,151000,1371,1687,1134,92,630,369,17,4378,0,71,21428,7490,3649,1870,0,35,0,83522,2921,5518,245,910,9,937,3035,454,16013,691,0,9188,1857,3,462,213731,615,11409,0,340,0,1255,0,138,670,0,213,223,717,325,416,76,19,5,482,356,51,25,236,8,309,92,450,354,286,8,8,83,110,817,170,556,15,3,5,3,0,1,13,1,28,8,66,15,24,0,29,28,0,0
28,2013,1,29,0,1533,76019,0,99635,34797,234510,23608,726241,59253,1004,62036,443308,198,90,0,0,24673,2978,1085,343,4186,12474,0,673,291,753,21279,1,4164,0,0,0,1846,4951,0,0,15819,0,1192,41,2419,204588,0,368,221,19752,4000,4440,0,7075,0,0,1250,1731,180,13597,479042,379,1252,126147,2657,2137,4931,1288,377,215,4705,4106,345,263,417,184202,146,0,155221,1233,1615,1097,66,823,298,16,4207,0,44,23839,7283,3630,2124,0,38,0,80658,3045,5060,254,842,8,997,3104,485,16524,518,0,9780,1893,7,636,208174,772,11954,0,422,0,1180,0,275,687,0,114,212,708,223,398,128,16,5,489,239,69,33,285,9,316,48,507,248,294,9,13,103,84,658,243,631,6,3,6,3,0,4,48,0,110,6,21,18,6,0,22,49,1,0
29,2013,1,30,0,1831,78067,0,100582,33370,249554,23472,703294,55598,876,61640,435580,180,83,0,0,26881,3411,1363,374,4130,11878,0,769,289,895,21231,0,4131,1,0,0,2000,4674,0,0,15536,0,1198,76,2723,203121,0,292,304,19758,4213,4737,0,7333,0,0,1840,1906,222,14224,502765,347,1122,127044,2504,2070,5421,1278,352,293,4479,4440,416,189,615,178209,94,0,157202,1142,2046,1118,113,779,438,27,4392,0,37,21669,8031,3713,2205,0,40,1,79466,3389,4772,314,812,7,1147,3114,451,16809,486,0,8821,2007,6,669,208790,671,11680,0,353,0,1207,0,207,630,0,152,212,837,184,364,130,24,9,431,311,37,18,277,13,467,108,537,223,280,3,8,131,111,591,237,483,17,2,6,0,0,0,24,0,73,9,68,18,11,0,35,15,0,0
30,2013,1,31,864,1452,69185,20,92899,29696,227801,21085,656482,53273,769,56191,405607,139,76,0,92,24617,3405,1024,312,3811,11345,2,618,204,770,21136,89,3932,103,14,0,1897,4893,35,29,13728,13,978,133,2218,189148,2,260,160,18423,3700,3917,12,6099,0,1,1581,1670,188,12247,437135,412,1129,119811,2346,1754,4118,904,257,246,4259,4169,412,190,433,161256,168,11,145751,710,1774,603,120,535,458,7,4274,6,17,19396,6899,3210,1662,14,57,12,77796,3022,4488,377,905,10,1148,2770,379,14779,253,3,8645,2088,0,481,195530,690,10409,3,358,65,1264,2,163,727,0,135,203,534,138,352,101,11,3,443,220,28,19,236,26,379,70,542,171,296,6,12,75,37,597,382,512,27,4,3,5,0,1,19,0,206,6,56,13,16,0,18,10,0,0
31,2013,2,1,5592,1603,78969,142,104141,32428,223317,24253,677037,56318,899,64975,393864,202,95,0,657,24963,3631,1103,449,4655,12485,6,707,254,838,22397,580,4791,702,87,0,2146,4888,212,203,17730,92,1297,117,2891,190059,4,212,230,21855,4267,4421,17,6648,3,5,1483,2096,254,13114,505320,441,1248,130859,2512,2192,4646,817,381,255,5499,4302,506,178,489,189829,219,50,154940,991,2238,1011,114,469,348,16,4310,23,54,23547,7387,3778,2003,133,30,113,86713,3561,4760,431,1105,15,874,3172,461,17147,424,9,8729,2094,5,765,222978,842,11743,34,467,344,1401,1,272,741,0,160,187,912,152,293,88,25,3,538,284,39,15,249,15,399,57,735,361,356,3,17,122,82,581,266,421,15,5,24,5,0,6,20,0,157,3,63,11,32,0,30,11,0,0
32,2013,2,2,5323,2274,77121,131,99177,33810,236096,28489,629537,54495,820,71788,413821,250,117,0,686,25570,3176,1256,340,4945,12974,10,722,336,951,21723,525,4404,710,96,2,1943,5144,230,171,15166,105,1033,118,2660,199318,2,285,235,20729,5023,4753,20,7645,3,6,1194,1894,363,13742,531819,377,1190,151636,2492,2012,5631,910,323,289,4952,4739,214,151,389,186898,306,43,157294,1399,2139,1212,153,446,402,68,4198,24,107,24899,7138,3652,2262,135,24,108,93420,3331,4564,330,952,9,1234,3116,567,21861,534,5,9404,2326,2,572,222842,728,11768,34,369,378,1664,2,295,861,0,190,154,639,186,235,101,31,7,594,346,58,8,255,11,532,115,544,211,281,3,19,103,91,477,237,368,10,7,19,13,0,3,42,0,116,1,60,15,14,0,54,6,0,0
33,2013,2,3,5985,2492,77544,121,89504,35746,262792,21409,700440,63903,865,69936,467025,324,99,1,638,26222,2829,1373,287,4186,12704,2,774,297,997,21543,525,4261,727,87,1,2003,4684,273,165,14972,114,791,62,2549,235241,3,174,168,18993,4964,5149,27,7237,3,7,1451,1595,225,13896,541710,443,999,156184,2587,1985,4689,1011,376,342,4374,4798,256,168,277,185547,212,46,158852,1187,2193,917,205,506,351,16,4209,31,61,26435,7810,3611,2029,130,48,126,99295,3477,5226,300,761,15,1235,2736,492,15516,469,3,10716,2037,0,642,218433,734,11186,23,371,422,1673,11,234,690,0,156,160,599,201,247,122,29,7,542,424,32,28,313,7,453,40,428,326,285,3,15,61,179,790,216,438,14,7,21,13,0,0,19,0,75,11,65,17,17,0,45,11,0,0
