,year,month,day,num_geo_posts,num_sent_posts,num_common_posts
0,2019,1,1,3679188,3983963,3679188
1,2019,1,2,3548925,3842693,3548924
2,2019,1,3,3643671,3947879,3643669
3,2019,1,4,3674520,3967278,3674517
4,2019,1,5,3633621,3929281,3633619
5,2019,1,6,3645840,3945642,3645836
6,2019,1,7,3576103,3879172,3576096
7,2019,1,8,3626054,3921542,3626054
8,2019,1,9,3615527,3918011,3615524
9,2019,1,10,3589493,3892095,3589490
10,2019,1,11,3610237,3911079,3610234
11,2019,1,12,3569044,3859838,3569039
12,2019,1,13,3608036,3903479,3608034
13,2019,1,14,3571666,3864677,3571665
14,2019,1,15,3570202,3869662,3570200
15,2019,1,16,3573333,3871390,3573326
16,2019,1,17,3539492,3836225,3539491
17,2019,1,18,3605784,3896347,3605781
18,2019,1,19,3575541,3860054,3575540
19,2019,1,20,3625574,3916544,3625572
20,2019,1,21,3608284,3926232,3608281
21,2019,1,22,3605137,3894727,3605136
22,2019,1,23,3623170,3917709,3623169
23,2019,1,24,3630249,3929438,3630247
24,2019,1,25,3642858,3933975,3642858
25,2019,1,26,3597671,3886426,3597670
26,2019,1,27,3568646,3878302,3568646
27,2019,1,28,3548353,3856561,3548351
28,2019,1,29,3577442,3889255,3577438
29,2019,1,30,3627281,3927511,3627279
30,2019,1,31,3625190,3921864,3625187
31,2019,2,1,3645041,3955687,3645040
32,2019,2,2,3565782,3870051,3565780
33,2019,2,3,3563825,3869758,3563823
34,2019,2,4,3560206,3868202,3560203
35,2019,2,5,3551535,3845250,3551532
36,2019,2,6,3625092,3920917,3625090
37,2019,2,7,3577763,3869785,3577762
38,2019,2,8,3591411,3894311,3591411
39,2019,2,9,3518487,3823440,3518483
40,2019,2,10,3567769,3882866,3567769
41,2019,2,11,3204035,3481516,3204035
42,2019,2,12,3343948,3628169,3343948
43,2019,2,13,3597939,3895549,3597939
44,2019,2,14,3657527,3953875,3657526
45,2019,2,15,3566301,3862215,3566301
46,2019,2,16,3522255,3819910,3522254
47,2019,2,17,3567901,3864583,3567898
48,2019,2,18,3545799,3843050,3545795
49,2019,2,19,3574819,3873358,3574817
50,2019,2,20,3617559,3904500,3617559
51,2019,2,21,3604914,3919036,3604912
52,2019,2,22,3612287,3907505,3612287
53,2019,2,23,3592848,3893422,3592846
54,2019,2,24,3498196,3793683,3498194
55,2019,2,25,3590895,3901519,3590893
56,2019,2,26,3629363,3927169,3629362
57,2019,2,27,3643997,3941711,3643994
58,2019,2,28,3623750,3916066,3623749
59,2019,3,1,3635403,3933325,3635402
60,2019,3,2,3583157,3886926,3583157
61,2019,3,3,1985594,2142651,1985593
62,2019,3,4,3490177,3791732,3490174
63,2019,3,5,3568416,3870985,3568411
64,2019,3,6,3594746,3878092,3594745
65,2019,3,7,3190942,3433857,3190940
66,2019,3,8,3087512,3331160,3087509
67,2019,3,9,2900371,3115737,2900370
68,2019,3,10,2988013,3220580,2988013
69,2019,3,11,2901757,3129282,2901757
70,2019,3,12,3008840,3244547,3008840
71,2019,3,13,3174677,3407743,3174674
72,2019,3,14,3207358,3447191,3207357
73,2019,3,15,1786242,1917471,1786242
74,2019,3,16,1469306,1592178,1469305
75,2019,3,17,3195956,3451917,3195954
76,2019,3,18,3039045,3279316,3039044
77,2019,3,19,3037794,3271589,3037793
78,2019,3,20,3308356,3554536,3308353
79,2019,3,21,3382137,3639675,3382133
