,year,month,day,num_geo_posts,num_sent_posts,num_common_posts
0,2016,1,1,255395,281023,255395
1,2016,1,2,229197,251734,229197
2,2016,1,3,223151,244473,223151
3,2016,1,4,304129,327579,304129
4,2016,1,5,549398,583130,549398
5,2016,1,6,560670,594224,560670
6,2016,1,7,569018,605008,569018
7,2016,1,8,602602,639999,602602
8,2016,1,9,670932,707513,670932
9,2016,1,10,633117,667918,633117
10,2016,1,11,572825,606203,572825
11,2016,1,12,556430,589829,556430
12,2016,1,13,539938,573185,539938
13,2016,1,14,514236,544232,514236
14,2016,1,15,498836,525857,498836
15,2016,1,16,692653,728606,692653
16,2016,1,17,650085,683719,650085
17,2016,1,18,573760,606529,573760
18,2016,1,19,526095,556949,526095
19,2016,1,20,569538,602084,569538
20,2016,1,21,568719,604088,568719
21,2016,1,22,605799,642597,605799
22,2016,1,23,670284,706166,670284
23,2016,1,24,638379,672309,638379
24,2016,1,25,561649,593712,561649
25,2016,1,26,548639,581894,548639
26,2016,1,27,553860,586982,553860
27,2016,1,28,567073,603742,567073
28,2016,1,29,600469,637445,600469
29,2016,1,30,695305,731402,695305
30,2016,1,31,673864,708209,673864
31,2016,2,1,555822,587403,555822
32,2016,2,2,534355,565220,534355
33,2016,2,3,571255,604099,571255
34,2016,2,4,578086,615246,578086
35,2016,2,5,607909,646237,607909
36,2016,2,6,703827,739922,703827
37,2016,2,7,697947,733501,697947
38,2016,2,8,613871,649977,613871
39,2016,2,9,603259,638678,603259
40,2016,2,10,581897,615653,581897
41,2016,2,11,584943,623189,584943
42,2016,2,12,596645,633872,596645
43,2016,2,13,672257,706756,672257
44,2016,2,14,661458,695636,661458
45,2016,2,15,578998,611675,578998
46,2016,2,16,548223,580430,548223
47,2016,2,17,554294,587077,554294
48,2016,2,18,561238,597988,561238
49,2016,2,19,600257,637712,600257
50,2016,2,20,673470,707792,673470
51,2016,2,21,640328,672877,640328
52,2016,2,22,560647,593294,560647
53,2016,2,23,552380,586639,552380
54,2016,2,24,553623,588722,553623
55,2016,2,25,565967,604376,565967
56,2016,2,26,604108,643348,604108
57,2016,2,27,679561,715858,679561
58,2016,2,28,650127,684189,650127
59,2016,2,29,567891,600252,567891
60,2016,3,1,559844,592266,559844
61,2016,3,2,554955,587689,554955
62,2016,3,3,555701,592675,555701
63,2016,3,4,587275,624842,587275
64,2016,3,5,673895,710490,673895
65,2016,3,6,650482,684860,650482
66,2016,3,7,574148,607316,574148
67,2016,3,8,575359,609572,575359
68,2016,3,9,570285,604368,570285
69,2016,3,10,567776,605226,567776
70,2016,3,11,609032,647520,609032
71,2016,3,12,686263,722309,686263
72,2016,3,13,665797,700260,665797
73,2016,3,14,553474,587135,553474
74,2016,3,15,544133,576941,544133
75,2016,3,16,549099,582273,549099
76,2016,3,17,560965,597651,560965
77,2016,3,18,579508,616047,579508
78,2016,3,19,636483,669663,636483
79,2016,3,20,619458,651015,619458
80,2016,3,21,547305,578094,547305
81,2016,3,22,535154,566402,535154
82,2016,3,23,544118,576013,544118
83,2016,3,24,568145,605966,568145
84,2016,3,25,604339,642279,604339
85,2016,3,26,653351,688193,653351
86,2016,3,27,632244,665420,632244
87,2016,3,28,531754,564925,531754
88,2016,3,29,482059,511706,482059
89,2016,3,30,454964,482397,454964
90,2016,3,31,533620,566916,533620
91,2016,4,1,556779,590209,556779
92,2016,4,2,632719,665678,632719
93,2016,4,3,621994,653729,621994
94,2016,4,4,531273,560317,531273
95,2016,4,5,523356,552048,523356
96,2016,4,6,526829,556279,526829
97,2016,4,7,536766,569578,536766
98,2016,4,8,575922,609332,575922
99,2016,4,9,654608,688147,654608
100,2016,4,10,633690,664824,633690
101,2016,4,11,547186,576010,547186
102,2016,4,12,527824,556417,527824
103,2016,4,13,531289,559559,531289
104,2016,4,14,540384,572798,540384
105,2016,4,15,564651,597478,564651
106,2016,4,16,587586,618306,587586
107,2016,4,17,224805,242912,224805
108,2016,4,18,324737,345394,324737
109,2016,4,19,527431,555720,527431
110,2016,4,20,522473,550776,522473
111,2016,4,21,550094,582989,550094
112,2016,4,22,581677,615334,581677
113,2016,4,23,583594,614231,583594
114,2016,4,24,558467,587733,558467
115,2016,4,25,529581,558173,529581
116,2016,4,26,507267,534734,507267
117,2016,4,27,524538,552515,524538
118,2016,4,28,540806,573015,540806
119,2016,4,29,540216,571921,540216
120,2016,4,30,663381,696290,663381
121,2016,5,1,643115,674275,643115
122,2016,5,2,549249,577508,549249
123,2016,5,3,532649,560440,532649
124,2016,5,4,548476,578197,548476
125,2016,5,5,569997,601254,569997
126,2016,5,6,600203,632261,600203
127,2016,5,7,671200,702640,671200
128,2016,5,8,644009,674583,644009
129,2016,5,9,527822,554651,527822
130,2016,5,10,504488,531375,504488
131,2016,5,11,512923,539343,512923
132,2016,5,12,527518,557573,527518
133,2016,5,13,549805,579636,549805
134,2016,5,14,627989,656368,627989
135,2016,5,15,621101,649932,621101
136,2016,5,16,517527,543720,517527
137,2016,5,17,497258,522468,497258
138,2016,5,18,506779,532832,506779
139,2016,5,19,523262,552432,523262
140,2016,5,20,533546,561213,533546
141,2016,5,21,570469,595988,570469
142,2016,5,22,541291,567032,541291
143,2016,5,23,467386,492521,467386
144,2016,5,24,460192,483656,460192
145,2016,5,25,450754,474437,450754
146,2016,5,26,467373,494566,467373
147,2016,5,27,411953,434286,411953
148,2016,5,28,454988,476571,454988
149,2016,5,29,435598,457792,435598
150,2016,5,30,397483,419834,397483
151,2016,5,31,386711,407702,386711
152,2016,6,1,493438,522222,493438
153,2016,6,2,511583,543026,511583
154,2016,6,3,545477,577312,545477
155,2016,6,4,621687,654235,621687
156,2016,6,5,591537,624420,591536
157,2016,6,6,483083,508483,483083
158,2016,6,7,466367,491448,466367
159,2016,6,8,461256,486039,461256
160,2016,6,9,467068,492549,467068
161,2016,6,10,447790,469629,447790
162,2016,6,11,590651,618813,590651
163,2016,6,12,575395,603537,575395
164,2016,6,13,500149,526482,500149
165,2016,6,14,484884,510956,484884
166,2016,6,15,499820,527034,499820
167,2016,6,16,500796,527957,500796
168,2016,6,17,522649,548992,522649
169,2016,6,18,528304,550899,528304
170,2016,6,19,594368,624403,594368
171,2016,6,20,487259,513740,487259
172,2016,6,21,268800,287853,268800
173,2016,6,22,168325,183778,168325
174,2016,6,23,168453,184544,168453
175,2016,6,24,272429,291922,272429
176,2016,6,25,608578,638153,608578
177,2016,6,26,592864,622244,592864
178,2016,6,27,484791,510721,484791
179,2016,6,28,482005,508154,482005
180,2016,6,29,492447,519140,492447
181,2016,6,30,505524,532769,505524
182,2016,7,1,533727,561388,533727
183,2016,7,2,611340,640954,611340
184,2016,7,3,609558,639922,609558
185,2016,7,4,545350,576035,545350
186,2016,7,5,550426,581162,550426
187,2016,7,6,557096,594906,557096
188,2016,7,7,552933,587219,552933
189,2016,7,8,577012,611012,577012
190,2016,7,9,649604,685376,649604
191,2016,7,10,615565,649068,615565
192,2016,7,11,521333,550710,521333
193,2016,7,12,517468,546483,517468
194,2016,7,13,514116,543410,514116
195,2016,7,14,330182,353571,330182
196,2016,7,15,526620,556329,526620
197,2016,7,16,590545,621303,590545
198,2016,7,17,613650,646112,613650
199,2016,7,18,521606,549935,521606
200,2016,7,19,498816,526565,498816
201,2016,7,20,505546,533439,505546
202,2016,7,21,507210,537684,507210
203,2016,7,22,511710,540580,511710
204,2016,7,23,617538,649064,617538
205,2016,7,24,608857,640313,608857
206,2016,7,25,499059,526315,499059
207,2016,7,26,483326,510177,483326
208,2016,7,27,495615,522639,495615
209,2016,7,28,497793,526463,497793
210,2016,7,29,191649,208178,191649
211,2016,7,30,190430,206275,190430
212,2016,7,31,192818,208824,192818
213,2016,8,1,275774,294164,275774
214,2016,8,2,491066,517366,491066
215,2016,8,3,501291,528251,501291
216,2016,8,4,506146,533822,506146
217,2016,8,5,541242,570036,541242
218,2016,8,6,620780,651086,620780
219,2016,8,7,608008,639524,608008
220,2016,8,8,509734,537893,509734
221,2016,8,9,499552,527184,499552
222,2016,8,10,500035,526918,500034
223,2016,8,11,523483,551968,523483
224,2016,8,12,547883,577011,547883
225,2016,8,13,615624,645324,615624
226,2016,8,14,207451,222369,207451
227,2016,8,15,222449,237948,222449
228,2016,8,16,513327,539991,513327
229,2016,8,17,525708,552778,525708
230,2016,8,18,514336,542236,514336
231,2016,8,19,537131,565546,537131
232,2016,8,20,594226,623161,594226
233,2016,8,21,183255,197420,183255
234,2016,8,22,158872,172334,158872
235,2016,8,23,157210,170937,157210
236,2016,8,24,151854,165388,151854
237,2016,8,25,157343,173028,157343
238,2016,8,26,168672,184115,168672
239,2016,8,27,181011,195964,181011
240,2016,8,28,182516,197487,182516
241,2016,8,29,164704,178986,164704
242,2016,8,30,155141,168764,155141
243,2016,8,31,154615,168315,154615
244,2016,9,1,501909,529511,501909
245,2016,9,2,493230,518683,493230
246,2016,9,3,379168,400768,379168
247,2016,9,4,176991,191294,176991
248,2016,9,5,162541,176277,162541
249,2016,9,6,156899,170790,156899
250,2016,9,7,155651,169478,155651
251,2016,9,8,163343,178388,163343
252,2016,9,9,164651,179941,164651
253,2016,9,10,184463,200268,184463
254,2016,9,11,185183,200951,185183
255,2016,9,12,203440,222568,203440
256,2016,9,13,509088,538790,509088
257,2016,9,14,517823,546825,517823
258,2016,9,15,527881,557548,527881
259,2016,9,16,556412,586662,556412
260,2016,9,17,628059,657784,628059
261,2016,9,18,589861,619182,589861
262,2016,9,19,515695,541635,515695
263,2016,9,20,482509,507816,482509
264,2016,9,21,457275,481610,457275
265,2016,9,22,507211,536350,507211
266,2016,9,23,531918,561682,531918
267,2016,9,24,356493,376622,356493
268,2016,9,25,173348,188763,173348
269,2016,9,26,152640,166897,152640
270,2016,9,27,276729,295272,276729
271,2016,9,28,490473,516709,490473
272,2016,9,29,481755,511629,481755
273,2016,9,30,359233,381727,359233
274,2016,10,1,588755,619271,588755
275,2016,10,2,582181,610389,582181
276,2016,10,3,498557,525178,498557
277,2016,10,4,484803,511094,484803
278,2016,10,5,471816,497698,471816
279,2016,10,6,497350,527546,497350
280,2016,10,7,534945,563749,534945
281,2016,10,8,614182,643037,614182
282,2016,10,9,473428,498855,473428
283,2016,10,10,148209,162870,148209
284,2016,10,11,259547,277638,259547
285,2016,10,12,495690,522477,495690
286,2016,10,13,490938,521090,490938
287,2016,10,14,528740,558012,528740
288,2016,10,15,613576,641767,613576
289,2016,10,16,593174,620728,593174
290,2016,10,17,488753,514889,488753
291,2016,10,18,477814,503171,477814
292,2016,10,19,476524,501549,476524
293,2016,10,20,474616,503483,474616
294,2016,10,21,504309,533058,504309
295,2016,10,22,500823,521205,500823
296,2016,10,23,235373,245513,235373
297,2016,10,24,425049,446147,425049
298,2016,10,25,429828,450510,429828
299,2016,10,26,480245,505876,480245
300,2016,10,27,482401,511966,482401
301,2016,10,28,543968,576150,543968
302,2016,10,29,624415,653508,624415
303,2016,10,30,603843,631743,603843
304,2016,10,31,516931,543927,516931
305,2016,11,1,506136,532098,506136
306,2016,11,2,490685,516454,490685
307,2016,11,3,485379,515433,485379
308,2016,11,4,514950,544191,514950
309,2016,11,5,333903,353015,333903
310,2016,11,6,147785,161265,147785
311,2016,11,7,252077,268168,252077
312,2016,11,8,472705,498510,472705
313,2016,11,9,399910,423211,399910
314,2016,11,10,140008,155955,140008
315,2016,11,11,143532,159168,143532
316,2016,11,12,159551,173812,159551
317,2016,11,13,156118,170311,156118
318,2016,11,14,143270,157880,143270
319,2016,11,15,139730,154170,139730
320,2016,11,16,132895,146389,132895
321,2016,11,17,130892,146772,130892
322,2016,11,18,146822,162584,146822
323,2016,11,19,476628,501535,476628
324,2016,11,20,576988,606614,576988
325,2016,11,21,482925,510405,482925
326,2016,11,22,479764,507605,479764
327,2016,11,23,500061,528510,500061
328,2016,11,24,494041,526165,494041
329,2016,11,25,534938,567318,534938
330,2016,11,26,563670,594096,563670
331,2016,11,27,394885,419240,394885
332,2016,11,28,270086,288657,270086
333,2016,11,29,467101,493714,467101
334,2016,11,30,247254,265100,247254
335,2016,12,1,494065,525528,494065
336,2016,12,2,510479,542930,510479
337,2016,12,3,602577,634296,602577
338,2016,12,4,573908,602793,573908
339,2016,12,5,493847,521508,493847
340,2016,12,6,482756,509786,482756
341,2016,12,7,489095,518669,489095
342,2016,12,8,493650,525597,493650
343,2016,12,9,537591,570035,537591
344,2016,12,10,157169,172073,157169
345,2016,12,11,150695,165204,150695
346,2016,12,12,131359,144259,131359
347,2016,12,13,125264,138734,125264
348,2016,12,14,125266,138485,125266
349,2016,12,15,128515,143837,128515
350,2016,12,16,136253,151329,136253
351,2016,12,17,144491,158082,144491
352,2016,12,18,336877,357935,336877
353,2016,12,19,452487,478615,452487
354,2016,12,20,482492,509966,482492
355,2016,12,21,484402,512196,484402
356,2016,12,22,500346,530941,500346
357,2016,12,23,467179,495332,467179
358,2016,12,24,534267,563743,534267
359,2016,12,25,529710,557830,529710
360,2016,12,26,481116,510125,481116
361,2016,12,27,460549,488733,460549
362,2016,12,28,454625,481166,454625
363,2016,12,29,493657,525001,493657
364,2016,12,30,481770,512265,481770
365,2016,12,31,553382,588697,553382
