,year,month,day,num_geo_posts,num_sent_posts,num_common_posts
0,2021,1,1,2824749,3067140,2824747
1,2021,1,2,2585857,2854076,2585856
2,2021,1,3,2720161,3000252,2720161
3,2021,1,4,2686727,2913403,2686722
4,2021,1,5,2670528,2895787,2670527
5,2021,1,6,2990976,3214562,2990976
6,2021,1,7,2939550,3177085,2939550
7,2021,1,8,2777329,3003548,2777328
8,2021,1,9,2829771,3056748,2829766
9,2021,1,10,2747852,2989402,2747849
10,2021,1,11,1685589,1832774,1685587
11,2021,1,12,2772507,2991000,2772506
12,2021,1,13,2696168,2906193,2696167
13,2021,1,14,2541193,2800632,2541193
14,2021,1,15,2531097,2760115,2531095
15,2021,1,16,2486136,2725371,2486135
16,2021,1,17,2560952,2793582,2560952
17,2021,1,18,2352443,2595420,2352442
18,2021,1,19,2566082,2807977,2566082
19,2021,1,20,1102523,1181953,1102523
20,2021,1,21,1599748,1828130,1599747
21,2021,1,22,2517595,2743931,2517594
22,2021,1,23,2447118,2647124,2447116
23,2021,1,24,2609771,2840058,2609771
24,2021,1,25,1738684,1903464,1738681
25,2021,1,26,2625020,2868643,2625020
26,2021,1,27,2530306,2731928,2530306
27,2021,1,28,2543982,2741298,2543981
28,2021,1,29,2550656,2751539,2550655
29,2021,1,30,2546068,2768464,2546068
30,2021,1,31,2452905,2671857,2452905
31,2021,2,1,2453258,2656460,2453258
32,2021,2,2,2585885,2800005,2585883
33,2021,2,3,2569416,2778475,2569416
34,2021,2,4,2522740,2750198,2522739
35,2021,2,5,2519664,2731998,2519664
36,2021,2,6,2513884,2738946,2513882
37,2021,2,7,2779896,3023324,2779896
38,2021,2,8,2506479,2709797,2506478
39,2021,2,9,2498679,2714636,2498678
40,2021,2,10,2477912,2685518,2477911
41,2021,2,11,2519303,2723703,2519303
42,2021,2,12,2525409,2751532,2525409
43,2021,2,13,2514779,2745239,2514779
44,2021,2,14,2540475,2761347,2540474
45,2021,2,15,2303216,2526229,2303216
46,2021,2,16,2478966,2707462,2478965
47,2021,2,17,2501190,2735730,2501190
48,2021,2,18,2427471,2635228,2427470
49,2021,2,19,2445575,2656438,2445575
50,2021,2,20,2419524,2619866,2419523
51,2021,2,21,2444585,2653235,2444585
52,2021,2,22,2333250,2530288,2333245
53,2021,2,23,2419388,2629338,2419387
54,2021,2,24,2427887,2635123,2427887
55,2021,2,25,2458642,2665371,2458642
56,2021,2,26,2494428,2705485,2494427
57,2021,2,27,2365389,2589925,2365388
58,2021,2,28,2375499,2603380,2375499
59,2021,3,1,2336936,2533158,2336935
60,2021,3,2,2373199,2575147,2373196
61,2021,3,3,2402858,2610527,2402858
62,2021,3,4,2361520,2576437,2361520
63,2021,3,5,2404087,2603825,2404086
64,2021,3,6,2362342,2570216,2362342
65,2021,3,7,2383109,2605576,2383108
66,2021,3,8,2457957,2694428,2457957
67,2021,3,9,2298048,2501562,2298047
68,2021,3,10,2387983,2599548,2387983
69,2021,3,11,2435376,2637289,2435376
70,2021,3,12,2414109,2627722,2414105
71,2021,3,13,2343632,2550019,2343632
72,2021,3,14,2418577,2623791,2418577
73,2021,3,15,2356967,2549181,2356966
74,2021,3,16,2340491,2538941,2340491
75,2021,3,17,2430992,2681721,2430992
76,2021,3,18,2391723,2587355,2391723
77,2021,3,19,1546582,1671893,1546582
78,2021,3,20,2400819,2612050,2400817
79,2021,3,21,2363253,2626607,2363252
80,2021,3,22,2332791,2545869,2332791
81,2021,3,23,2342170,2539016,2342169
82,2021,3,24,2485548,2696937,2485548
83,2021,3,25,2469943,2671377,2469942
84,2021,3,26,2515392,2743392,2515392
85,2021,3,27,2463152,2663445,2463152
86,2021,3,28,2211893,2404703,2211893
87,2021,3,29,2228832,2445505,2228832
88,2021,3,30,2242451,2433282,2242451
89,2021,3,31,2260997,2455306,2260997
90,2021,4,1,2251249,2432306,2251247
91,2021,4,2,2186236,2403415,2186236
92,2021,4,3,2199207,2408021,2199207
93,2021,4,4,2262206,2482365,2262205
94,2021,4,5,2176946,2352605,2176945
95,2021,4,6,2304051,2483864,2304050
96,2021,4,7,2309246,2515991,2309246
97,2021,4,8,2200916,2410001,2200914
98,2021,4,9,2304249,2489687,2304248
99,2021,4,10,2290415,2497784,2290415
100,2021,4,11,2328201,2514721,2328200
101,2021,4,12,2177811,2392171,2177811
102,2021,4,13,2234376,2430025,2234375
103,2021,4,14,2240880,2427219,2240880
104,2021,4,15,2283644,2468470,2283643
105,2021,4,16,2241759,2429801,2241759
106,2021,4,17,1927893,2084318,1927892
107,2021,4,18,2164437,2343975,2164436
108,2021,4,19,1915646,2072872,3573342
109,2021,4,20,2139866,2321700,2139865
110,2021,4,21,2204529,2390090,2204529
111,2021,4,22,2124651,2291684,2124650
112,2021,4,23,2175096,2348370,2175095
113,2021,4,24,2092703,2289778,2092703
114,2021,4,25,2122354,2310887,2122353
115,2021,4,26,2065281,2253541,2065281
116,2021,4,27,2130187,2329062,2130187
117,2021,4,28,2182673,2359995,2182673
118,2021,4,29,2245212,2422284,2245211
119,2021,4,30,2280491,2464736,2280490
