,year,month,day,num_geo_posts,num_sent_posts,num_common_posts
0,2012,1,1,13348,14098,13311
1,2012,1,2,20246,21240,20202
2,2012,1,3,21374,22365,21337
3,2012,1,4,19040,19974,19006
4,2012,1,5,19684,20670,19651
5,2012,1,6,20855,21804,20811
6,2012,1,7,20086,21127,20046
7,2012,1,8,21027,21987,20986
8,2012,1,9,20428,21448,20382
9,2012,1,10,20336,21250,20305
10,2012,1,11,20335,21316,20305
11,2012,1,12,20532,21530,20491
12,2012,1,13,20611,21663,20567
13,2012,1,14,20619,21639,20577
14,2012,1,15,21717,22824,21674
15,2012,1,16,20883,21814,20844
16,2012,1,17,19378,20312,19344
17,2012,1,18,20976,22005,20925
18,2012,1,19,21183,22151,21143
19,2012,1,20,21615,22590,21577
20,2012,1,21,21302,22337,21249
21,2012,1,22,21323,22386,21280
22,2012,1,23,21169,22181,21132
23,2012,1,24,21338,22365,21299
24,2012,1,25,22258,23334,22223
25,2012,1,26,21062,22092,21019
26,2012,1,27,20795,21904,20760
27,2012,1,28,21074,22184,21037
28,2012,1,29,21928,23051,21869
29,2012,1,30,20847,21876,20812
30,2012,1,31,21421,22527,21370
31,2012,2,1,22085,23264,22049
32,2012,2,2,21939,23084,21889
33,2012,2,3,22169,23346,22116
34,2012,2,4,22470,23684,22415
35,2012,2,5,23575,24774,23522
36,2012,2,6,23563,24735,23516
37,2012,2,7,21353,22467,21303
38,2012,2,8,22330,23439,22286
39,2012,2,9,18643,19464,18609
40,2012,2,10,22548,23706,22503
41,2012,2,11,22103,23242,22055
42,2012,2,12,22883,24034,22837
43,2012,2,13,23598,24753,23541
44,2012,2,14,21830,22939,21790
45,2012,2,15,21761,22923,21713
46,2012,2,16,22201,23343,22173
47,2012,2,17,23506,24666,23447
48,2012,2,18,23160,24427,23111
49,2012,2,19,23349,24540,23304
50,2012,2,20,22675,23786,22631
51,2012,2,21,23870,25074,23825
52,2012,2,22,22732,23830,22693
53,2012,2,23,10851,11420,10826
54,2012,2,24,23185,24317,23136
55,2012,2,25,23063,24269,23013
56,2012,2,26,23397,24560,23354
57,2012,2,27,23091,24197,23041
58,2012,2,28,22885,24078,22844
59,2012,2,29,23259,24501,23220
60,2012,3,1,23014,24210,22960
61,2012,3,2,22650,23813,22600
62,2012,3,3,22691,23867,22648
63,2012,3,4,24216,25453,24174
64,2012,3,5,22568,23708,22529
65,2012,3,6,23327,24503,23294
66,2012,3,7,23739,24917,23681
67,2012,3,8,24003,25113,23951
68,2012,3,9,23754,24901,23716
69,2012,3,10,23810,25027,23758
70,2012,3,11,24378,25590,24320
71,2012,3,12,23648,24754,23586
72,2012,3,13,23722,24805,23659
73,2012,3,14,24476,25715,24430
74,2012,3,15,24806,26094,24756
75,2012,3,16,24863,26135,24817
76,2012,3,17,24669,25947,24598
77,2012,3,18,24288,25585,24219
78,2012,3,19,23564,24861,23529
79,2012,3,20,24338,25573,24286
80,2012,3,21,24584,25796,24526
81,2012,3,22,24926,26063,24880
82,2012,3,23,25031,26311,24980
83,2012,3,24,25502,26731,25450
84,2012,3,25,25342,26632,25277
85,2012,3,26,24619,25853,24569
86,2012,3,27,20741,21729,20707
87,2012,3,28,24856,26072,24799
88,2012,3,29,24636,25843,24585
89,2012,3,30,25888,27211,25829
90,2012,3,31,25593,26948,25532
91,2012,4,1,6697,6932,6683
92,2012,4,2,5,5,5
93,2012,4,3,7,7,7
94,2012,4,4,13,13,12
95,2012,4,5,5,5,5
96,2012,4,6,7,9,7
97,2012,4,7,9,13,9
98,2012,4,8,11,11,11
99,2012,4,9,11,12,11
100,2012,4,10,9,10,8
101,2012,4,11,13,15,13
102,2012,4,12,17,17,17
103,2012,4,13,8,9,8
104,2012,4,14,10,12,10
105,2012,4,15,12,13,12
106,2012,4,16,18,18,18
107,2012,4,17,14,15,14
108,2012,4,18,18,18,17
109,2012,4,19,12,13,12
110,2012,4,20,10,11,10
111,2012,4,21,16,15,15
112,2012,4,22,19,18,18
113,2012,4,23,14,15,14
114,2012,4,24,23,25,23
115,2012,4,25,32,34,32
116,2012,4,26,22,24,22
117,2012,4,27,31,35,31
118,2012,4,28,31,30,30
119,2012,4,29,44,51,43
120,2012,4,30,90,97,90
121,2012,5,1,17376,18389,17335
122,2012,5,2,21077,22139,21033
123,2012,5,3,19586,20385,19546
124,2012,5,4,24878,26081,24826
125,2012,5,5,25383,26640,25321
126,2012,5,6,25519,26731,25434
127,2012,5,7,24694,26033,24645
128,2012,5,8,21396,22466,21347
129,2012,5,9,25181,26394,25123
130,2012,5,10,25384,26636,25332
131,2012,5,11,25387,26628,25336
132,2012,5,12,25230,26522,25156
133,2012,5,13,26270,27583,26209
134,2012,5,14,23022,24296,22975
135,2012,5,15,11229,11702,11208
136,2012,5,16,25218,26421,25167
137,2012,5,17,21029,21992,20975
138,2012,5,18,26108,27506,26052
139,2012,5,19,27720,29132,27655
140,2012,5,20,26473,27804,26381
141,2012,5,21,25380,26732,25326
142,2012,5,22,25534,26791,25485
143,2012,5,23,25793,27026,25731
144,2012,5,24,26102,27356,26045
145,2012,5,25,26144,27386,26096
146,2012,5,26,26742,28115,26668
147,2012,5,27,26450,27827,26378
148,2012,5,28,26688,28080,26636
149,2012,5,29,26958,28292,26901
150,2012,5,30,27156,28520,27101
151,2012,5,31,27390,28717,27326
152,2012,6,1,26939,28316,26887
153,2012,6,2,26563,27913,26485
154,2012,6,3,26970,28323,26896
155,2012,6,4,27602,29027,27539
156,2012,6,5,27272,28656,27205
157,2012,6,6,27279,28640,27234
158,2012,6,7,27857,29116,27794
159,2012,6,8,28603,30048,28534
160,2012,6,9,27716,29027,27661
161,2012,6,10,29305,30762,29241
162,2012,6,11,24138,25309,24086
163,2012,6,12,28307,29567,28240
164,2012,6,13,29351,30711,29295
165,2012,6,14,28204,29559,28142
166,2012,6,15,28272,29687,28198
167,2012,6,16,27932,29384,27850
168,2012,6,17,27877,29230,27792
169,2012,6,18,27478,28834,27418
170,2012,6,19,28127,29437,28057
171,2012,6,20,28710,30060,28642
172,2012,6,21,26772,28149,26709
173,2012,6,22,29532,31032,29463
174,2012,6,23,28945,30375,28868
175,2012,6,24,29177,30692,29099
176,2012,6,25,26301,27517,26217
177,2012,6,26,27423,28767,27358
178,2012,6,27,29083,30500,29004
179,2012,6,28,29622,31020,29554
180,2012,6,29,28442,29846,28367
181,2012,6,30,8386,8733,8370
182,2012,7,1,23565,24793,23499
183,2012,7,2,29983,31388,29917
184,2012,7,3,28714,30125,28637
185,2012,7,4,29032,30459,28949
186,2012,7,5,28577,29967,28491
187,2012,7,6,29277,30656,29204
188,2012,7,7,30484,32004,30388
189,2012,7,8,30459,32039,30380
190,2012,7,9,29323,30760,29252
191,2012,7,10,29667,31169,29587
192,2012,7,11,31973,33567,31897
193,2012,7,12,32668,34241,32587
194,2012,7,13,32929,34614,32851
195,2012,7,14,32171,33833,32076
196,2012,7,15,32679,34410,32603
197,2012,7,16,32276,33889,32201
198,2012,7,17,32786,34542,32696
199,2012,7,18,33553,35316,33467
200,2012,7,19,34414,36277,34320
201,2012,7,20,36796,38739,36702
202,2012,7,21,35081,37121,35007
203,2012,7,22,35586,37725,35492
204,2012,7,23,35355,37512,35282
205,2012,7,24,36530,38624,36430
